State,Type,Name,Office,Party,Incumbent,cm_url
NewMexico,State,Christian I. Garcia,New Mexico House of Representatives District 8,Democratic,N,https://www.linkedin.com/in/daniel-garcia-nm
NewMexico,State,Christopher Hudson,New Mexico House of Representatives District 9,Democratic,N,https://www.linkedin.com/in/hot103damien
NewMexico,State,Frank Smith Jr.,New Mexico House of Representatives District 23,Democratic,N,https://www.linkedin.com/in/frank-smith-jr
NewMexico,State,Cristina Parajón,New Mexico House of Representatives District 25,Democratic,Y,https://www.linkedin.com/in/catherineule
NewMexico,State,Juan Chavez,New Mexico House of Representatives District 30,Democratic,N,https://www.linkedin.com/in/michelle-chavez-19b226112
NewMexico,State,Linda Alvarez,New Mexico House of Representatives District 32,Democratic,N,https://www.linkedin.com/in/linda-alvarez-9905a919
NewMexico,State,Andrew Hernandez III,New Mexico House of Representatives District 32,Democratic,N,https://www.linkedin.com/in/dapengi
NewMexico,State,Gabriel Duran Jr.,New Mexico House of Representatives District 35,Democratic,N,https://www.linkedin.com/in/gabriel-duran-jr-387818154
NewMexico,State,Gabrielle Begay,New Mexico House of Representatives District 39,Democratic,N,https://www.linkedin.com/in/daniel-begay-6667b772
NewMexico,State,Susan Herrera,New Mexico House of Representatives District 41,Democratic,Y,https://www.linkedin.com/in/carlos-trujillo-7415aba4
NewMexico,State,Kathleen Cates,New Mexico House of Representatives District 44,Democratic,Y,https://www.linkedin.com/in/kathleen-cates-58a723b
NewMexico,State,Ashlie Myers,New Mexico House of Representatives District 51,Democratic,N,https://www.linkedin.com/in/jonas-myers
NewMexico,State,Michelle Sandoval,New Mexico House of Representatives District 57,Democratic,N,https://www.linkedin.com/in/michelle-sandoval-409805115
NewMexico,State,Michelle Abeyta,New Mexico House of Representatives District 69,Democratic,N,https://www.linkedin.com/in/michelle-abeyta-9134422ba?trk=people-guest_people_search-card
NewMexico,State,Stanley Michael,New Mexico House of Representatives District 69,Democratic,N,https://www.linkedin.com/in/michael-plantenberg-2b194a145
NewMexico,Local,Damon Martinez,Bernalillo County District Attorney,Democratic,N,https://www.linkedin.com/in/daniel-garcia-nm
NewMexico,Local,William Walker,Bernalillo County Commission District 2,Democratic,N,https://www.linkedin.com/in/floyd-estevan-vasquez
NewYork,Federal,Reece Wright-McDonald,U.S. Senate New York,Democratic,N,https://www.linkedin.com/in/chelsea-mcdonald-2228bb95
NewYork,Federal,John Avlon,U.S. House New York District 1,Democratic,N,https://www.linkedin.com/in/kaitlinchristof
NewYork,Federal,Laura Gillen,U.S. House New York District 4,Democratic,N,https://www.linkedin.com/in/laura-gillen-a810b220
NewYork,Federal,Nydia Velazquez,U.S. House New York District 7,Democratic,Y,https://www.linkedin.com/in/colin-campbell-b8a3a710
NewYork,Federal,Daniel Goldman,U.S. House New York District 10,Democratic,Y,https://www.linkedin.com/in/haley-scott-06142a31
NewYork,Federal,Andrea Morse,U.S. House New York District 11,Democratic,N,https://www.linkedin.com/in/oliver-hicks-841761182
NewYork,Federal,Jerrold Nadler,U.S. House New York District 12,Democratic,Y,https://www.linkedin.com/in/amy-rutkin-338b15107
NewYork,Federal,Lindsey Williams,U.S. House New York District 13,Democratic,N,https://www.linkedin.com/in/corey-ortega-78917565
NewYork,Federal,Alexandria Ocasio-Cortez,U.S. House New York District 14,Democratic,Y,https://www.linkedin.com/in/diego-de-la-vega-05b8a9152
NewYork,Federal,Jamaal Bowman,U.S. House New York District 16,Democratic,Y,https://www.linkedin.com/in/emmasimon1016
NewYork,Federal,Pat Ryan,U.S. House New York District 18,Democratic,Y,https://www.linkedin.com/in/chris-walsh-334aaa7b
NewYork,Federal,Casey Groves,U.S. House New York District 19,Democratic,N,https://www.linkedin.com/in/kasey-groves-907872102
NewYork,Federal,Josh Riley,U.S. House New York District 19,Democratic,N,https://www.linkedin.com/in/daniel-fleiss
NewYork,Federal,Paul Tonko,U.S. House New York District 20,Democratic,Y,https://www.linkedin.com/in/jonah-cohen-40a95890
NewYork,Federal,Clemmie Harris,U.S. House New York District 22,Democratic,N,https://www.linkedin.com/in/clemmie-l-harris-phd-58b59013
NewYork,State,Sarah Anker,New York State Senate District 1,Democratic,N,https://www.linkedin.com/in/patrick-mccabe-0aa2aa245
NewYork,State,Siela Bynoe,New York State Senate District 6,Democratic,N,https://www.linkedin.com/in/austin-johnson-a22686126
NewYork,State,Yvette Valdés Smith,New York State Senate District 39,Democratic,N,https://www.linkedin.com/in/isabel-danishmend-aa300a206
NewYork,State,Lea Webb,New York State Senate District 52,Democratic,Y,https://www.linkedin.com/in/david-brennan-7b772923b
NewYork,State,Jordan Wright,New York State Assembly District 70,Democratic,N,https://www.linkedin.com/in/rj-jordan-178b9b105
NorthCarolina,Federal,Donald Davis,U.S. House North Carolina District 1,Democratic,Y,https://www.linkedin.com/in/votedondavis
NorthCarolina,Federal,Deborah Ross,U.S. House North Carolina District 2,Democratic,Y,https://www.linkedin.com/in/caroline-sparks-24871a41
NorthCarolina,Federal,Nigel Bristow,U.S. House North Carolina District 9,Democratic,N,https://www.linkedin.com/in/nigel-bristow-99178131
NorthCarolina,State,Josh Stein,Governor of North Carolina,Democratic,N,https://www.linkedin.com/in/stephanie-w-pigues
NorthCarolina,State,Tare Davis,North Carolina State Senate District 2,Democratic,N,https://www.linkedin.com/in/april-davis-a312868b
NorthCarolina,State,Charles Dudley,North Carolina State Senate District 3,Democratic,N,https://www.linkedin.com/in/charissedudley
NorthCarolina,State,Raymond Smith Jr.,North Carolina State Senate District 4,Democratic,N,https://www.linkedin.com/in/raymond-smith-jr-7a987613b
NorthCarolina,State,Kandie Smith,North Carolina State Senate District 5,Democratic,Y,https://www.linkedin.com/in/charity-gardner-356517195
NorthCarolina,State,Dan Blue,North Carolina State Senate District 14,Democratic,Y,https://www.linkedin.com/in/natasha-marcus-52293b85
NorthCarolina,State,Kevin Clark,North Carolina State Senate District 29,Democratic,N,https://www.linkedin.com/in/kevin-clark-725a4a1
NorthCarolina,State,T. Goode,North Carolina State Senate District 44,Democratic,N,https://www.linkedin.com/in/jonathan-good307
NorthCarolina,State,Susan A. Sawin,North Carolina House of Representatives District 1,Democratic,N,https://www.linkedin.com/in/savannah-sawin
NorthCarolina,State,Linda G. Moore,North Carolina House of Representatives District 3,Democratic,N,https://www.linkedin.com/in/caroline-sparks-24871a41
NorthCarolina,State,Beatrice Jones,North Carolina House of Representatives District 10,Democratic,N,https://www.linkedin.com/in/kristi-jones-9482914b
NorthCarolina,State,Charles Jones,North Carolina House of Representatives District 17,Democratic,N,https://www.linkedin.com/in/charlesmjones34
NorthCarolina,State,Deb Butler,North Carolina House of Representatives District 18,Democratic,Y,https://www.linkedin.com/in/anna-nunn-7937a8100
NorthCarolina,State,Ya Liu,North Carolina House of Representatives District 21,Democratic,Y,https://www.linkedin.com/in/dylan-liau-arant-bb8834116
NorthCarolina,State,Joshua Harrell,North Carolina House of Representatives District 22,Democratic,N,https://www.linkedin.com/in/joshua-harrell-5188b351
NorthCarolina,State,Marcia Morey,North Carolina House of Representatives District 30,Democratic,Y,https://www.linkedin.com/in/margaret-hartzell-17258497
NorthCarolina,State,Frances Jackson,North Carolina House of Representatives District 45,Democratic,Y,https://www.linkedin.com/in/frances-jackson-phd-31484871
NorthCarolina,State,Eshonda Hooper,North Carolina House of Representatives District 47,Democratic,N,https://www.linkedin.com/in/kelly-hooper-022b4456
NorthCarolina,State,Jimmy Self,North Carolina House of Representatives District 52,Democratic,N,https://www.linkedin.com/in/jimmy-beech-7783645b
NorthCarolina,State,Judy H. Little,North Carolina House of Representatives District 55,Democratic,N,https://www.linkedin.com/in/judy-small-little-54ba89241
NorthCarolina,State,Amos Quick,North Carolina House of Representatives District 58,Democratic,Y,https://www.linkedin.com/in/spencer-amos
NorthCarolina,State,Mary Harrison,North Carolina House of Representatives District 61,Democratic,Y,https://www.linkedin.com/in/mary-lee-a649b163
NorthCarolina,State,Marjorie Benbow,North Carolina House of Representatives District 62,Democratic,N,https://www.linkedin.com/in/marjorie-benbow-937ba153
NorthCarolina,State,Diamond Staton-Williams,North Carolina House of Representatives District 73,Democratic,Y,https://www.linkedin.com/in/diamond-staton-williams-mha-bsn-rn-acm-ne-bc-4b164328
NorthCarolina,State,Caroline Warren,North Carolina House of Representatives District 75,Democratic,N,https://www.linkedin.com/in/caroline-warren-a2210653
NorthCarolina,State,Kimberly Titlebaum,North Carolina House of Representatives District 80,Democratic,N,https://www.linkedin.com/in/kimberly-titlebaum-b007866a
NorthCarolina,State,Chris E. Gilbert,North Carolina House of Representatives District 84,Democratic,N,https://www.linkedin.com/in/chris-gilbert-a7b1721a
NorthCarolina,State,Gena Singleton,North Carolina House of Representatives District 86,Democratic,N,https://www.linkedin.com/in/gena-singleton-496735179
NorthCarolina,State,Barbara Kirby,North Carolina House of Representatives District 87,Democratic,N,https://www.linkedin.com/in/barbara-kirby-213275138
NorthCarolina,State,Greg Cranford,North Carolina House of Representatives District 89,Democratic,N,https://www.linkedin.com/in/gregory-cranford
NorthCarolina,State,Ken Badgett,North Carolina House of Representatives District 90,Democratic,N,https://www.linkedin.com/in/lillian-badgett-taylor-b035a9a8
NorthCarolina,State,Mike Robinson,North Carolina House of Representatives District 95,Democratic,N,https://www.linkedin.com/in/crod27
NorthCarolina,State,Julia Greenfield,North Carolina House of Representatives District 100,Democratic,N,https://www.linkedin.com/in/cyndicaldwell
NorthCarolina,State,Carolyn Logan,North Carolina House of Representatives District 101,Democratic,Y,https://www.linkedin.com/in/treci
NorthCarolina,State,Sydnie Hutchinson,North Carolina House of Representatives District 108,Democratic,N,https://www.linkedin.com/in/austin-hutchinson-b3a04b148
NorthCarolina,State,Frances Rollinson Webber,North Carolina House of Representatives District 111,Democratic,N,https://www.linkedin.com/in/frances-r-webber-3028a22a
NorthCarolina,State,Steve Martinez,North Carolina House of Representatives District 117,Democratic,N,https://www.linkedin.com/in/steven-martinez-306b875
NorthCarolina,State,Nancy Curtis,North Carolina House of Representatives District 120,Democratic,N,https://www.linkedin.com/in/curtisathomas
NorthCarolina,Local,Lynne Johnson,Forsyth County Register of Deeds,Democratic,Y,https://www.linkedin.com/in/lynnedjohnson
NorthCarolina,Local,Allen Joines,Mayor of Winston-Salem,Democratic,Y,https://www.linkedin.com/in/allen-joines-for-mayor-61556613
NorthCarolina,Local,Christopher Smith,Winston-Salem City Council West Ward,Democratic,N,https://www.linkedin.com/in/chris-smith-81948b1
NorthCarolina,Local,David Coates,Guilford County Schools school board District 3,Democratic,N,https://www.linkedin.com/in/dwcoates
NorthCarolina,Local,Kay Carroll,Johnston County Schools Board of Education District 3,Nonpartisan,Y,https://www.linkedin.com/in/carroll-amanda
NorthCarolina,Local,Rick Walker,Johnston County Schools Board of Education District 6,Nonpartisan,N,https://www.linkedin.com/in/david-k-allen-a691814a
NorthCarolina,Local,Namu Kachroo,Cabarrus County Schools school board At-large4 seats,Democratic,N,https://www.linkedin.com/in/kathy-hilderbrand-388b3629
NorthCarolina,Local,Mishell Williams,Cabarrus County Schools school board At-large4 seats,Democratic,N,https://www.linkedin.com/in/mishell-williams-404b5238
NorthCarolina,Local,Tonia Cutchin,North Carolina 4th Superior Court Division Judicial District 24E,Democratic,Y,https://www.linkedin.com/in/heathercutchin
NorthCarolina,Local,Jim Black,North Carolina District Court District 10F Seat 3,Democratic,Y,https://www.linkedin.com/in/jim-black-49163516
NorthCarolina,Local,Kimberly Michelle Fletcher,North Carolina District Court District 24 Seat 6,Democratic,Y,https://www.linkedin.com/in/kim-fletcher-0095711a9
NorthCarolina,Local,Faith Fickling-Alvarez,North Carolina District Court District 26 Seat 5,Democratic,Y,https://www.linkedin.com/in/samantha-mobley-1029981a6
Ohio,Federal,Sherrod Brown,U.S. Senate Ohio,Democratic,Y,https://www.linkedin.com/in/sarah-benzing-502343a9
Ohio,Federal,Samantha Meadows,U.S. House Ohio District 2,Democratic,N,https://www.linkedin.com/in/samantha-meadows-10869b46?trk=people-guest_people_search-card
Ohio,Federal,Joyce Beatty,U.S. House Ohio District 3,Democratic,Y,https://www.linkedin.com/in/michael-dietzen-932492162
Ohio,Federal,Amy Cox,U.S. House Ohio District 10,Democratic,N,https://www.linkedin.com/in/beck-fisher-711439162
Ohio,Federal,Brian Kenderes,U.S. House Ohio District 14,Democratic,N,https://www.linkedin.com/in/brian-kenderes-54653832
Ohio,State,Beth Liston,Ohio State Senate District 16,Democratic,N,https://www.linkedin.com/in/jon-schlosser-8a0789120
Ohio,State,Katie O'Neill,Ohio State Senate District 18,Democratic,N,https://www.linkedin.com/in/ktoneill
Ohio,State,Ismail Mohamed,Ohio House of Representatives District 3,Democratic,Y,https://www.linkedin.com/in/ismail-mohamed-39a82681
Ohio,State,Brad Cotton,Ohio House of Representatives District 12,Democratic,N,https://www.linkedin.com/in/shefik
Ohio,State,Bobbie Arnold,Ohio House of Representatives District 40,Democratic,N,https://www.linkedin.com/in/bobarnold
Ohio,State,Lynn Gorman,Ohio House of Representatives District 48,Democratic,N,https://www.linkedin.com/in/joemichalowski
Ohio,State,Joe Rinehart,Ohio House of Representatives District 51,Democratic,N,https://www.linkedin.com/in/joerinehart
Ohio,State,Rick Walker,Ohio House of Representatives District 57,Democratic,N,https://www.linkedin.com/in/rick-walker-33947513
Ohio,State,Michael E. Smith,Ohio House of Representatives District 68,Democratic,N,https://www.linkedin.com/in/jack-cunningham-22448800
Ohio,State,Joseph Wilson,Ohio House of Representatives District 70,Democratic,N,https://www.linkedin.com/in/joseph-wilson-730668135
Ohio,State,Alomar Davenport,Ohio House of Representatives District 76,Democratic,N,https://www.linkedin.com/in/bill-roemer-557a1b1b
Ohio,State,Ellen Clark,Ohio House of Representatives District 91,Democratic,N,https://www.linkedin.com/in/ellen-clark-lutcf-b4141a24
Ohio,State,Lish Greiner,Ohio House of Representatives District 95,Democratic,N,https://www.linkedin.com/in/iamdontavius
Ohio,State,Mary Boyle,Ohio Eighth District Court of Appeals,Democratic,Y,https://www.linkedin.com/in/maryboyle18
Ohio,State,Rich Moore,Ohio First District Court of Appeals,Democratic,N,https://www.linkedin.com/in/richardbmoore
Ohio,Local,Kevin Boyce,Franklin County Commission,Democratic,Y,https://www.linkedin.com/in/kevin-boyce-6a96368
Ohio,Local,Cheryl Brooks Sullivan,Franklin County Treasurer,Democratic,Y,https://www.linkedin.com/in/cherylannsullivanjohnson
Ohio,Local,Michael Ashford,Lucas County Recorder,Democratic,Y,https://www.linkedin.com/in/michaeldashford
Ohio,Local,Anita Lopez,Lucas County Commission,Democratic,N,https://www.linkedin.com/in/bill-benner-b2923a29
Ohio,Local,Jason Ralls,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,N,https://www.linkedin.com/in/jason-ralls-bb54b21b3?trk=people-guest_people_search-card
Ohio,Local,Daryl Dennie,Cuyahoga County Court of Common Pleas General Division,Nonpartisan,N,https://www.linkedin.com/in/thomas-vozar-a777b7131
Ohio,Local,Laura B. Smith,Fairfield County Court of Common Pleas Domestic Relations Division,Nonpartisan,Y,https://www.linkedin.com/in/laura-smith-9111abb5
Ohio,Local,Richard Brown,Franklin County Court of Common Pleas General Division,Nonpartisan,N,https://www.linkedin.com/in/jeffrey-brown-0322238
Ohio,Local,R. Bernard Mundy,Hamilton County Court of Common Pleas General Division2 seats,Nonpartisan,N,https://www.linkedin.com/in/keith-mundy-a46b066
Ohio,Local,Katie Casch,Hamilton County Court of Common Pleas General Division,Nonpartisan,N,https://www.linkedin.com/in/katie-woodside-31a88a215
Ohio,Local,Steve Simon,Hamilton County Court of Common Pleas General Division,Nonpartisan,N,https://www.linkedin.com/in/steve-christopher-101a5627
Ohio,Local,Ken Walz,Lucas County Court of Common Pleas General Division,Nonpartisan,N,https://www.linkedin.com/in/kennethwalz
Ohio,Local,Robert Jones Jr.,Lucas County Court of Common Pleas Juvenile Division(Special election),Nonpartisan,Y,https://www.linkedin.com/in/davidsteingass
Oklahoma,Federal,Dennis Baker,U.S. House Oklahoma District 1,Democratic,N,https://www.linkedin.com/in/denisbaker
Oklahoma,Federal,Sarah Gray,U.S. House Oklahoma District 1,Democratic,N,https://www.linkedin.com/in/sarahbakerok
Oklahoma,Federal,Brandon Wade,U.S. House Oklahoma District 2,Democratic,N,https://www.linkedin.com/in/thomas-lewis-ii-a4406415
Oklahoma,Local,Kandee Washington,Tulsa Public Schools Board of Education District 2(Special election),Nonpartisan,N,https://www.linkedin.com/in/candace-washington-080507204?trk=people-guest_people_search-card
Oklahoma,Local,Ember Graziano,Catoosa Public Schools school board Number 4,Nonpartisan,N,https://www.linkedin.com/in/ember-graziano-555551260
Oklahoma,Local,Brandon Shreffler,Owasso Public Schools Board of Education Ward 4,Nonpartisan,N,https://www.linkedin.com/in/brandon-shreffler-mba-8b314a34
Oregon,Federal,Suzanne Bonamici,U.S. House Oregon District 1,Democratic,Y,https://www.linkedin.com/in/lauren-jin-610382161
Oregon,Federal,Ricky Barajas,U.S. House Oregon District 3,Democratic,N,https://www.linkedin.com/in/ethan-browning-6331a8132
Oregon,Federal,Maxine Dexter,U.S. House Oregon District 3,Democratic,N,https://www.linkedin.com/in/charlie-krouse
Oregon,Federal,Susheela Jayapal,U.S. House Oregon District 3,Democratic,N,https://www.linkedin.com/in/andrea-c-88605049
Oregon,Federal,Janelle Bynum,U.S. House Oregon District 5,Democratic,N,https://www.linkedin.com/in/mzakirkhan
Oregon,Federal,Andrea Salinas,U.S. House Oregon District 6,Democratic,Y,https://www.linkedin.com/in/natalie-jenkins-042a61149
Oregon,State,Shaina Maxey Pomerantz,Attorney General of Oregon,Democratic,N,https://www.linkedin.com/in/shainapomerantz
Oregon,State,Dan Rayfield,Attorney General of Oregon,Democratic,N,https://www.linkedin.com/in/tonylapiz
Oregon,State,James Manning,Oregon Secretary of State,Democratic,N,https://www.linkedin.com/in/senator-james-i-manning-jr-0822163b
Oregon,State,Dave Stauffer,Oregon Secretary of State,Democratic,N,https://www.linkedin.com/in/david-stauffer-20b2945b
Oregon,State,Wlnsvey Campos,Oregon State Senate District 18,Democratic,Y,https://www.linkedin.com/in/amilespalacios
Oregon,State,Lilia Caballero,Oregon House of Representatives District 6,Democratic,N,https://www.linkedin.com/in/lilia-caballero-93b6a894?trk=public_profile_samename_profile_profile-result-card_result-card_full-click
Oregon,State,John Lively,Oregon House of Representatives District 7,Democratic,Y,https://www.linkedin.com/in/john-lively-413066120
Oregon,State,Nina Brenner,Oregon House of Representatives District 11,Democratic,N,https://www.linkedin.com/in/doug-brenner-959935112
Oregon,State,Kriss Wright,Oregon House of Representatives District 23,Democratic,N,https://www.linkedin.com/in/chris-wright-71b0a779
Oregon,State,Pete Grabiel,Oregon House of Representatives District 33,Democratic,N,https://www.linkedin.com/in/sarah-schiffman-74b343112
Oregon,State,Mary Lou Hennrich,Oregon House of Representatives District 46,Democratic,N,https://www.linkedin.com/in/rileypmcdonald
Oregon,State,Elizabeth Petersen,Oregon House of Representatives District 48,Democratic,N,https://www.linkedin.com/in/elizabeth-petersen-b1882383
Oregon,State,Emerson Levy,Oregon House of Representatives District 53,Democratic,Y,https://www.linkedin.com/in/marilynfleener
Oregon,State,Rebecca Duncan,Oregon Supreme Court Position 2,Nonpartisan,Y,https://www.linkedin.com/in/rebecca-duncan-00118b146
Oregon,State,Bronson James,Oregon Supreme Court Position 7,Nonpartisan,Y,https://www.linkedin.com/in/james-egan-29383b183
Oregon,Local,Keith Wilson,Mayor of Portland,Nonpartisan,N,https://www.linkedin.com/in/kristopher-taft
Pennsylvania,Federal,Bob Casey Jr.,U.S. Senate Pennsylvania,Democratic,Y,https://www.linkedin.com/in/jordan-ball-34927172
Pennsylvania,Federal,Ashley Ehasz,U.S. House Pennsylvania District 1,Democratic,N,https://www.linkedin.com/in/jonah-goldman
Pennsylvania,Federal,Salem Snow,U.S. House Pennsylvania District 2,Democratic,N,https://www.linkedin.com/in/maya-harvey-253731a2
Pennsylvania,Federal,Madeleine Dean,U.S. House Pennsylvania District 4,Democratic,Y,https://www.linkedin.com/in/koh-chiba-7949a22b
Pennsylvania,Federal,Susan Wild,U.S. House Pennsylvania District 7,Democratic,Y,https://www.linkedin.com/in/molly-kraus-7421ba137
Pennsylvania,Federal,Jim Atkinson,U.S. House Pennsylvania District 11,Democratic,N,https://www.linkedin.com/in/jim-atkinson-4379457
Pennsylvania,Federal,David Baker,U.S. House Pennsylvania District 11,Democratic,N,https://www.linkedin.com/in/dcb
Pennsylvania,Federal,Bhavini Patel,U.S. House Pennsylvania District 12,Democratic,N,https://www.linkedin.com/in/keilanibarba
Pennsylvania,Federal,Phillip Vecchio,U.S. House Pennsylvania District 14,Democratic,N,https://www.linkedin.com/in/anthony-wysocki
Pennsylvania,State,Jared Solomon,Attorney General of Pennsylvania,Democratic,N,https://www.linkedin.com/in/jakesternberger
Pennsylvania,State,Malcolm Kenyatta,Pennsylvania Auditor General,Democratic,N,https://www.linkedin.com/in/matthew-daggett-424565161
Pennsylvania,State,Sharif Street,Pennsylvania State Senate District 3,Democratic,Y,https://www.linkedin.com/in/micahmahjoubian
Pennsylvania,State,Alvin Taylor,Pennsylvania State Senate District 15,Democratic,N,https://www.linkedin.com/in/alexander-taylor-438b2b139
Pennsylvania,State,Jay Costa,Pennsylvania State Senate District 43,Democratic,Y,https://www.linkedin.com/in/catherinecweis
Pennsylvania,State,Patrick Harkins,Pennsylvania House of Representatives District 1,Democratic,Y,https://www.linkedin.com/in/pat-harkins-7139b09b
Pennsylvania,State,Amen Brown,Pennsylvania House of Representatives District 10,Democratic,Y,https://www.linkedin.com/in/raymond-jones-09a2b63b
Pennsylvania,State,Sajda Blackwell,Pennsylvania House of Representatives District 10,Democratic,N,https://www.linkedin.com/in/billy-fish-a495b3199
Pennsylvania,State,Cass Green,Pennsylvania House of Representatives District 10,Democratic,N,https://www.linkedin.com/in/farah-muhammad
Pennsylvania,State,Anand Patel,Pennsylvania House of Representatives District 18,Democratic,N,https://www.linkedin.com/in/andypat
Pennsylvania,State,John George,Pennsylvania House of Representatives District 37,Democratic,N,https://www.linkedin.com/in/johndouglasgeorge
Pennsylvania,State,A.J. Olasz,Pennsylvania House of Representatives District 38,Democratic,N,https://www.linkedin.com/in/nancyawilt
Pennsylvania,State,Brad Chambers,Pennsylvania House of Representatives District 41,Democratic,N,https://www.linkedin.com/in/chandler-eby-190649209
Pennsylvania,State,Liz Hanbidge,Pennsylvania House of Representatives District 61,Democratic,Y,https://www.linkedin.com/in/greg-wagner-65774aab
Pennsylvania,State,Pat Ritchie,Pennsylvania House of Representatives District 63,Democratic,N,https://www.linkedin.com/in/patricia-richie-2242069a
Pennsylvania,State,John Morgan,Pennsylvania House of Representatives District 120,Democratic,N,https://www.linkedin.com/in/johnemorgan
Pennsylvania,State,Anna Payne,Pennsylvania House of Representatives District 142,Democratic,N,https://www.linkedin.com/in/andrew-payne-163840297
Pennsylvania,State,Eleanor Breslin,Pennsylvania House of Representatives District 143,Democratic,N,https://www.linkedin.com/in/eleanor-breslin-562062191
Pennsylvania,State,Al Leach,Pennsylvania House of Representatives District 147,Democratic,N,https://www.linkedin.com/in/nick-pisciottano
Pennsylvania,State,Carol Kazeem,Pennsylvania House of Representatives District 159,Democratic,Y,https://www.linkedin.com/in/david-demarco
Pennsylvania,State,Darren A. Laws Sr.,Pennsylvania House of Representatives District 159,Democratic,N,https://www.linkedin.com/in/darren-laws-8927b350
Pennsylvania,State,David Delloso,Pennsylvania House of Representatives District 162,Democratic,Y,https://www.linkedin.com/in/marlene-richmond-49b20158
Pennsylvania,State,Kristine Howard,Pennsylvania House of Representatives District 167,Democratic,Y,https://www.linkedin.com/in/leeclark1
Pennsylvania,State,Patrick Gallagher,Pennsylvania House of Representatives District 173,Democratic,Y,https://www.linkedin.com/in/patrick-gallagher-3084087
Pennsylvania,State,Naderah Griffin,Pennsylvania House of Representatives District 181,Democratic,N,https://www.linkedin.com/in/jamir-griffin
Pennsylvania,State,Stefanie Rafes,Pennsylvania House of Representatives District 187,Democratic,N,https://www.linkedin.com/in/stefanie-rafes-355a052a4/
Pennsylvania,State,Rick Krajewski,Pennsylvania House of Representatives District 188,Democratic,Y,https://www.linkedin.com/in/lenasmith1
Pennsylvania,State,Tarah Probst,Pennsylvania House of Representatives District 189,Democratic,Y,https://www.linkedin.com/in/emily-jimenez-2909291b5
Pennsylvania,State,James Jackson,Pennsylvania House of Representatives District 190,Democratic,N,https://www.linkedin.com/in/james-jackson-18673b12
RhodeIsland,Federal,Sheldon Whitehouse,U.S. Senate Rhode Island,Democratic,Y,https://www.linkedin.com/in/will-s-murray-iv
RhodeIsland,Federal,Allen Waters,U.S. Senate Rhode Island,Democratic,N,https://www.linkedin.com/in/nathan-surmeian-419b32250
SouthCarolina,Federal,James Clyburn,U.S. House South Carolina District 6,Democratic,Y,https://www.linkedin.com/in/rachelstein
SouthCarolina,State,Dick Harpootlian,South Carolina State Senate District 20,Democratic,Y,https://www.linkedin.com/in/rachelstein
Tennessee,Federal,Kevin Jenkins,U.S. House Tennessee District 1,Democratic,N,https://www.linkedin.com/in/grant-gammon
Tennessee,Federal,Lore Bergman,U.S. House Tennessee District 6,Democratic,N,https://www.linkedin.com/in/nerissang1
Tennessee,Federal,John Kennedy,U.S. House Tennessee District 6,Democratic,N,https://www.linkedin.com/in/noellebivens
Tennessee,Federal,Steve Cohen,U.S. House Tennessee District 9,Democratic,Y,https://www.linkedin.com/in/alexandra-schnelle-2349a791
Tennessee,State,James Dallas,Tennessee State Senate District 28,Democratic,N,https://www.linkedin.com/in/brian-e-cordova
Tennessee,State,Aftyn Behn,Tennessee House of Representatives District 51,Democratic,Y,https://www.linkedin.com/in/katherinebriefs
Tennessee,State,Allie Phillips,Tennessee House of Representatives District 75,Democratic,N,https://www.linkedin.com/in/phillipsallie
Tennessee,Local,Diane Cochran,"Williamson County Schools, District 3",Democratic,N,https://www.linkedin.com/in/diane-cochran-6b087a127
Tennessee,Local,Laura Granere,"Williamson County Schools, District 11",Democratic,N,https://www.linkedin.com/in/laurakrakowiak
Texas,Federal,Colin Allred,U.S. Senate Texas,Democratic,N,https://www.linkedin.com/in/hannah-fishman789b
Texas,Federal,Lizzie Pannill Fletcher,U.S. House Texas District 7,Democratic,Y,https://www.linkedin.com/in/clarissarobles
Texas,Federal,Laura Jones,U.S. House Texas District 8,Democratic,N,https://www.linkedin.com/in/laura-jones-885b0531
Texas,Federal,Al Green,U.S. House Texas District 9,Democratic,Y,https://www.linkedin.com/in/jcgorczynski
Texas,Federal,Veronica Escobar,U.S. House Texas District 16,Democratic,Y,https://www.linkedin.com/in/laurenzimmerman
Texas,Federal,Henry Cuellar,U.S. House Texas District 28,Democratic,Y,https://www.linkedin.com/in/arturo-olivarez
Texas,Federal,Greg Casar,U.S. House Texas District 35,Democratic,Y,https://www.linkedin.com/in/bradenlj
Texas,Federal,Dayna Steele,U.S. House Texas District 36,Democratic,N,https://www.linkedin.com/in/daynasteele
Texas,Federal,Melissa McDonough,U.S. House Texas District 38,Democratic,N,https://www.linkedin.com/in/colby-wright-1102b232
Texas,State,Carol Alvarado,Texas State Senate District 6,Democratic,Y,https://www.linkedin.com/in/ricco-garcia-b8365a37
Texas,State,Michelle Gwinn,Texas State Senate District 7,Democratic,N,https://www.linkedin.com/in/michele-gwin-68863723
Texas,State,Rachel Mello,Texas State Senate District 8,Democratic,N,https://www.linkedin.com/in/raquelmello
Texas,State,Andy Morris,Texas State Senate District 10,Democratic,N,https://www.linkedin.com/in/hannah-fishman789b
Texas,State,Nathan Johnson,Texas State Senate District 16,Democratic,Y,https://www.linkedin.com/in/rose-rayo-mph-2a0280136
Texas,State,Kristen Washington,Texas House of Representatives District 2,Democratic,N,https://www.linkedin.com/in/kristen-washington-a4640b26
