State,Type,Name,Office,Party,Incumbent,cm_url
Kentucky,Local,Joseph Dahmer,Louisville Metro Council District 4,Democratic,N,https://www.linkedin.com/in/jonathanrjoseph
Kentucky,Local,Ryan Vittitow,Louisville Metro Council District 24,Democratic,N,https://www.linkedin.com/in/ryan-vittitow-aaa7681a1
Kentucky,Local,Kelly May,Frankfort Board of Commissioners4 seats,Nonpartisan,Y,https://www.linkedin.com/in/kelliemay
Kentucky,Local,Greg Grimes,Frankfort Board of Commissioners4 seats,Nonpartisan,N,https://www.linkedin.com/in/greg-grimes-49aa44b
Kentucky,Local,Katima Smith-Willis,Frankfort Board of Commissioners4 seats,Nonpartisan,N,https://www.linkedin.com/in/katimasmithwillis
Maine,Federal,Chellie Pingree,U.S. House Maine District 1,Democratic,Y,https://www.linkedin.com/in/evan-johnston-22136049
Maine,Federal,Kevin Ball,U.S. House Maine District 2,No Party Affiliation,N,https://www.linkedin.com/in/aaron-kregenow-08a7a2131
Maine,State,Matthew J. Rush,Maine State Senate District 2,Democratic,N,https://www.linkedin.com/in/matthew-rush-8818a236
Maine,State,Thomas R. Watson,Maine State Senate District 17,Democratic,N,https://www.linkedin.com/in/westpointexec
Maine,State,Linda Miller,Maine State Senate District 18,Democratic,N,https://www.linkedin.com/in/linda-miller-07388830
Maine,State,Anne McMahon,Maine State Senate District 22,Democratic,N,https://www.linkedin.com/in/anne-carney-90a976149
Maine,State,Jean M. Guzzetti,Maine State Senate District 24,Democratic,N,https://www.linkedin.com/in/jacob-stern-29120162
Maine,State,Mark Lawrence,Maine State Senate District 35,Democratic,Y,https://www.linkedin.com/in/abigail-sherwood-8a347020a
Maine,State,John Martin,Maine House of Representatives District 1,Democratic,N,https://www.linkedin.com/in/rikki-miller
Maine,State,Roland Martin,Maine House of Representatives District 2,Democratic,N,https://www.linkedin.com/in/dj-martin
Maine,State,Kevin Freeman,Maine House of Representatives District 5,Democratic,N,https://www.linkedin.com/in/kevinsfreeman
Maine,State,Peter Colman,Maine House of Representatives District 10,Democratic,N,https://www.linkedin.com/in/peter-coleman-a5ab581
Maine,State,Roland Rogers,Maine House of Representatives District 11,Democratic,N,https://www.linkedin.com/in/jacklyn-rogers-b34509126
Maine,State,James Worth,Maine House of Representatives District 13,Democratic,Y,https://www.linkedin.com/in/marcmalon2
Maine,State,Dani O'Halloran,Maine House of Representatives District 20,Democratic,N,https://www.linkedin.com/in/ohallorandp
Maine,State,Joseph Brown,Maine House of Representatives District 31,Democratic,N,https://www.linkedin.com/in/joe-brown-38bbb257
Maine,State,Laura Bridgman,Maine House of Representatives District 33,Democratic,N,https://www.linkedin.com/in/laura-bridgman-50962321
Maine,State,David Rollins,Maine House of Representatives District 59,Democratic,N,https://www.linkedin.com/in/david-rollins-1a840110
Maine,State,Laura Jones,Maine House of Representatives District 61,Democratic,N,https://www.linkedin.com/in/lauralharris
Maine,State,Cassie Julia,Maine House of Representatives District 65,Democratic,N,https://www.linkedin.com/in/dan-ankeles-7979a33
Maine,State,Alicia Barnes,Maine House of Representatives District 66,Democratic,N,https://www.linkedin.com/in/alicia-barnes-34a919160
Maine,State,Joan Beal,Maine House of Representatives District 81,Democratic,N,https://www.linkedin.com/in/owen-beal-474620b1
Maine,State,Phyllis Hunter,Maine House of Representatives District 91,Democratic,N,https://www.linkedin.com/in/rob-hunt-5522017
Maine,State,Elizabeth Gleason,Maine House of Representatives District 137,Democratic,N,https://www.linkedin.com/in/brian-lee-3021b613a
Maine,State,Michael McKinney,Maine House of Representatives District 138,Democratic,N,https://www.linkedin.com/in/michaelarthurmckinney
Maine,State,Corinna Cole,Maine House of Representatives District 144,Democratic,N,https://www.linkedin.com/in/dorian-cole-abba2a90
Maine,State,Holly Sargent,Maine House of Representatives District 147,Democratic,Y,https://www.linkedin.com/in/holly-sargent-33bb8a12
Maryland,Federal,Angela Alsobrooks,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/julieappelstein
Maryland,Federal,Michael Cobb Sr.,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/michaelpcobb
Maryland,Federal,Scottie Griffin,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/dj-griffin
Maryland,Federal,Robert Houton,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/drabo-kwane-99975223
Maryland,Federal,Joseph Perez,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/jose-r-perez
Maryland,Federal,David Trone,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/mclean-scott
Maryland,Federal,Blane Miller III,U.S. House Maryland District 1,Democratic,N,https://www.linkedin.com/in/blaine-miller-mcfeeley-84889219
Maryland,Federal,Mark Gosnell,U.S. House Maryland District 3,Democratic,N,https://www.linkedin.com/in/mark-gosnell-67045821b
Maryland,Federal,Aisha Khan,U.S. House Maryland District 3,Democratic,N,https://www.linkedin.com/in/aishajkhan
Maryland,Federal,Mike Rogers,U.S. House Maryland District 3,Democratic,N,https://www.linkedin.com/in/sarah-servin-2a0a3151
Maryland,Federal,Stewart Silver,U.S. House Maryland District 3,Democratic,N,https://www.linkedin.com/in/noah-stewart-729611126
Maryland,Federal,Emmett Johnson,U.S. House Maryland District 4,Democratic,N,https://www.linkedin.com/in/emmettjohnson
Maryland,Federal,Steny Hoyer,U.S. House Maryland District 5,Democratic,Y,https://www.linkedin.com/in/emma-larsen-75444997
Maryland,Federal,Mckayla Wilkes,U.S. House Maryland District 5,Democratic,N,https://www.linkedin.com/in/dash-yeatts-lonske-91aa37160
Maryland,Federal,Kweisi Mfume,U.S. House Maryland District 7,Democratic,Y,https://www.linkedin.com/in/raekwon-k-ray-conaway-mpa-2111a253
Maryland,Local,Brandon Scott,Mayor of Baltimore,Democratic,Y,https://www.linkedin.com/in/jordan-brown-234ba0211
Maryland,Local,Wayne Baker,Mayor of Baltimore,Democratic,N,https://www.linkedin.com/in/peterfinocchio
Maryland,Local,Sheila Dixon,Mayor of Baltimore,Democratic,N,https://www.linkedin.com/in/sheila-dixon-70665b24
Maryland,Local,Wendell Hill-Freeman,Mayor of Baltimore,Democratic,N,https://www.linkedin.com/in/wendell-freeman-b2a749a8
Maryland,Local,Danielle McCray,Baltimore City Council District 2,Democratic,Y,https://www.linkedin.com/in/danielle-mccray-21804431
Maryland,Local,India Carter,Baltimore City Council District 2,Democratic,N,https://www.linkedin.com/in/cmichelcarter
Maryland,Local,Matthew Johnson,Baltimore City Council District 9,Democratic,N,https://www.linkedin.com/in/mbrockjohnson
Maryland,Local,Richard Parker,Baltimore City Council District 10,Democratic,N,https://www.linkedin.com/in/thedeusgroup
Maryland,Local,Robert Stokes Sr.,Baltimore City Council District 12,Democratic,Y,https://www.linkedin.com/in/shannon-conway-1b1718137
Maryland,Local,Walker Gladden III,Baltimore City Council District 13,Democratic,N,https://www.linkedin.com/in/nsmachado
Maryland,Local,Gloria Dent,"Anne Arundel County Public Schools, District 1",Nonpartisan,Y,https://www.linkedin.com/in/gloriadent
Maryland,Local,Dita Watson,Cecil County Board of Education District 2,Nonpartisan,N,https://www.linkedin.com/in/saradwatson
Maryland,Local,Trent Kittleman,Howard County Public Schools Board of Education District 5,Nonpartisan,N,https://www.linkedin.com/in/trent-kittleman-3b2b468
Maryland,Local,Donna Barriteau,Prince George's County Board of Education District 1,Nonpartisan,N,https://www.linkedin.com/in/kenlaureys
Maryland,Local,Henrietta Holiday,Prince George's County Board of Education District 7,Nonpartisan,N,https://www.linkedin.com/in/jasonwashington77
Maryland,Local,Jonathan Long,Montgomery County Board of Education At-large,Nonpartisan,N,https://www.linkedin.com/in/jongerson
Maryland,Local,Aby Thioye,Montgomery County Board of Education District 2,Nonpartisan,N,https://www.linkedin.com/in/rebecca-smondrowski-920b7713
Maryland,Local,Natalie Zimmerman,Montgomery County Board of Education District 2,Nonpartisan,N,https://www.linkedin.com/in/natalie-zimmerman-82b943126
Massachusetts,Federal,Elizabeth Warren,U.S. Senate Massachusetts,Democratic,Y,https://www.linkedin.com/in/janicero
Massachusetts,Federal,Richard Neal,U.S. House Massachusetts District 1,Democratic,Y,https://www.linkedin.com/in/roger22
Massachusetts,Federal,Katherine Clark,U.S. House Massachusetts District 5,Democratic,Y,https://www.linkedin.com/in/sheleyhouse
Massachusetts,Federal,Seth Moulton,U.S. House Massachusetts District 6,Democratic,Y,https://www.linkedin.com/in/matt-chilliak
Massachusetts,Federal,Ayanna Pressley,U.S. House Massachusetts District 7,Democratic,Y,https://www.linkedin.com/in/sarah-groh-0a54a426
Massachusetts,State,Malo Brown,Massachusetts State Senate Hampden District,Democratic,N,https://www.linkedin.com/in/patriciaaduffy
Massachusetts,State,Adrianne Ramos,Massachusetts House of Representatives 14th Essex District,Democratic,Y,https://www.linkedin.com/in/adrianne-ramos
Massachusetts,State,Arielle Faria,"Massachusetts House of Representatives Barnstable, Dukes, and Nantucket District",Democratic,N,https://www.linkedin.com/in/gabrielle-faria-kalkanis-a31000238
Michigan,Federal,Elissa Slotkin,U.S. Senate Michigan,Democratic,N,https://www.linkedin.com/in/matt-hennessey-0aa28b52
Michigan,Federal,Callie Barr,U.S. House Michigan District 1,Democratic,N,https://www.linkedin.com/in/trevor-m-jones
Michigan,Federal,Haley Stevens,U.S. House Michigan District 11,Democratic,Y,https://www.linkedin.com/in/zacharytrich
Michigan,State,Kevin Keys III,Michigan House of Representatives District 5,Democratic,N,https://www.linkedin.com/in/mindy-fernandes-6429478
Michigan,State,Abigail Wheeler,Michigan House of Representatives District 40,Democratic,N,https://www.linkedin.com/in/jarid-matthews-3a30291a7
Michigan,State,Jason Rubin,Michigan House of Representatives District 79,Democratic,N,https://www.linkedin.com/in/jason-rubin-4061b85a
Michigan,State,Allie Greenleaf Maldonado,Michigan 4th District Court of Appeals(Special election),Nonpartisan,Y,https://www.linkedin.com/in/rachibra
Michigan,Local,Page Brousseau,Flint City Council Ward 9(Special election),Nonpartisan,N,https://www.linkedin.com/in/emilymdoerr
Michigan,Local,Kathryn Irwin,Flint City Council Ward 9(Special election),Nonpartisan,N,https://www.linkedin.com/in/kathrynirwin
Michigan,Local,Jonathan Jarrett,Flint City Council Ward 9(Special election),Nonpartisan,N,https://www.linkedin.com/in/jonathan-jarrett-1481a4209
Michigan,Local,Matthew Jensen,Delta County Board of Commissioners District 5(Special election),No Party Affiliation,N,https://www.linkedin.com/in/mattdjensen
Minnesota,Federal,Amy Klobuchar,U.S. Senate Minnesota,Democratic,Y,https://www.linkedin.com/in/beirut-abafogi-55589b167
Minnesota,Federal,Derek Logan,U.S. Senate Minnesota,Democratic,N,https://www.linkedin.com/in/derek-logan-m-ed-5868a95
Minnesota,Federal,Betty McCollum,U.S. House Minnesota District 4,Democratic,Y,https://www.linkedin.com/in/bill-harper-0a1a4974
Minnesota,Federal,Ilhan Omar,U.S. House Minnesota District 5,Democratic,Y,https://www.linkedin.com/in/joellestangler
Minnesota,Federal,Jay Reeves,U.S. House Minnesota District 6,Democratic,N,https://www.linkedin.com/in/jay-reeves-82109aba
Minnesota,Federal,Jennifer Schultz,U.S. House Minnesota District 8,Democratic,N,https://www.linkedin.com/in/ellaschultz
Minnesota,State,Pete Johnson,Minnesota House of Representatives District 8A,Democratic,N,https://www.linkedin.com/in/peterdavidj
Minnesota,State,Jeff Brand,Minnesota House of Representatives District 18A,Democratic,Y,https://www.linkedin.com/in/jeff-brand-microsoft
Minnesota,Local,Heather Edelson,Hennepin County Commission District 6(Special election),Nonpartisan,N,https://www.linkedin.com/in/courtney-kiernat-40b0795
Mississippi,Federal,Ty Pinkins,U.S. Senate Mississippi,Democratic,N,https://www.linkedin.com/in/bernard-miller-6844197a
Mississippi,Federal,Dianne Black,U.S. House Mississippi District 1,Democratic,N,https://www.linkedin.com/in/dianne-black-b5a27658
Mississippi,Federal,Bennie Thompson,U.S. House Mississippi District 2,Democratic,Y,https://www.linkedin.com/in/gregoryclaus
Mississippi,State,Jim Kitchens,Mississippi Supreme Court District 1 Position 3,Nonpartisan,Y,https://www.linkedin.com/in/jim-kitchens-529a9660
Mississippi,State,Abby Robinson,Mississippi Supreme Court District 1 Position 3,Nonpartisan,N,https://www.linkedin.com/in/abby-robinson-68b74427b
Mississippi,State,David Sullivan,Mississippi Supreme Court District 2 Position 2,Nonpartisan,N,https://www.linkedin.com/in/alexander-sullivan-92906887
Mississippi,State,Jack Wilson,Mississippi Court of Appeals District 3 Position 1,Nonpartisan,Y,https://www.linkedin.com/in/jack-wilson-45b9ba177
Missouri,Federal,Cori Bush,U.S. House Missouri District 1,Democratic,Y,https://www.linkedin.com/in/danielle-spradley-69767569
Missouri,Federal,Wesley Bell,U.S. House Missouri District 1,Democratic,N,https://www.linkedin.com/in/jordan-blase-sanders-8a306b16
Missouri,Federal,Maria Chappelle-Nadal,U.S. House Missouri District 1,Democratic,N,https://www.linkedin.com/in/mary-ann-merz-10357241
Missouri,Federal,Chuck Summers,U.S. House Missouri District 2,Democratic,N,https://www.linkedin.com/in/maddie-summers-0233a1181
Missouri,Federal,Jon Karlen,U.S. House Missouri District 3,Democratic,N,https://www.linkedin.com/in/jonkarlen1
Missouri,Federal,Andrew Loague,U.S. House Missouri District 3,Democratic,N,https://www.linkedin.com/in/sarahbreshears
Missouri,Federal,Emanuel Cleaver,U.S. House Missouri District 5,Democratic,Y,https://www.linkedin.com/in/matt-helfant-4a13441b0
Missouri,Federal,Rich Gold,U.S. House Missouri District 6,Democratic,N,https://www.linkedin.com/in/tinaforsberg
Missouri,Federal,Pam May,U.S. House Missouri District 6,Democratic,N,https://www.linkedin.com/in/shannon-sankey-150187126
Missouri,Federal,Franklin Delano Roth II,U.S. House Missouri District 8,Democratic,N,https://www.linkedin.com/in/danieloerther
Missouri,State,Eric Morrison,Governor of Missouri,Democratic,N,https://www.linkedin.com/in/eric-morrison-2492a180
Missouri,State,Richard Brown,Lieutenant Governor of Missouri,Democratic,N,https://www.linkedin.com/in/emmadillonmo
Missouri,State,Elad Gross,Attorney General of Missouri,Democratic,N,https://www.linkedin.com/in/clayton-e-herbst
Missouri,State,Stephen Webber,Missouri State Senate District 19,Democratic,N,https://www.linkedin.com/in/calebwilson811
Missouri,State,Patty Lewis,Missouri House of Representatives District 25,Democratic,Y,https://www.linkedin.com/in/patty-lewis
Missouri,State,Mark Sharp,Missouri House of Representatives District 37,Democratic,Y,https://www.linkedin.com/in/markdsharp
Missouri,State,David T. Smith,Missouri House of Representatives District 46,Democratic,Y,https://www.linkedin.com/in/david-smith-936496190
Missouri,State,Del Taylor,Missouri House of Representatives District 84,Democratic,Y,https://www.linkedin.com/in/cyrus-taylor-419179165
Missouri,State,Michael Burton,Missouri House of Representatives District 92,Democratic,Y,https://www.linkedin.com/in/mike-burton
Missouri,State,Lizz Callahan,Missouri House of Representatives District 103,Democratic,N,https://www.linkedin.com/in/lizz-callahan
Missouri,State,Amanda Taylor,Missouri House of Representatives District 103,Democratic,N,https://www.linkedin.com/in/amanda-taylor-61019bb8
Missouri,State,J. Michael Davis,Missouri House of Representatives District 147,Democratic,N,https://www.linkedin.com/in/michael-davis-720921157
Missouri,Local,Da’Jion Lymore,Center School District Board of Education2 seats,Nonpartisan,N,https://www.linkedin.com/in/heather-murch-35b436109
Missouri,Local,Tirdad Daei,North Kansas City Public Schools Board of Education3 seats,Nonpartisan,N,https://www.linkedin.com/in/jan-kauk-1319407
Missouri,Local,Kim Dragoo,"St. Joseph School District school board, At-large3 seats",Nonpartisan,N,https://www.linkedin.com/in/kim-dragoo-23b228a
Montana,Federal,Jon Tester,U.S. Senate Montana,Democratic,Y,https://www.linkedin.com/in/elicousin
Montana,Federal,Monica Tranel,U.S. House Montana District 1,Democratic,N,https://www.linkedin.com/in/sage-l-63b494ab
Montana,Federal,John B. Driscoll,U.S. House Montana District 2,Democratic,N,https://www.linkedin.com/in/jasonwileyevans
Montana,State,Jim Hunt,Governor of Montana,Democratic,N,https://www.linkedin.com/in/jim-hunt-9201b4b
Montana,State,Raph Graybill,Lieutenant Governor of Montana,Democratic,N,https://www.linkedin.com/in/tyler-campbell-644801121
Montana,State,Leonard Williams,Montana Public Service Commission District 3,Democratic,N,https://www.linkedin.com/in/leonard-williams-85484116a
Montana,State,Mark Nicholson,Montana State Senate District 24,Democratic,N,https://www.linkedin.com/in/mnicho
Montana,State,Jeffrey Benson,Montana State Senate District 38,Democratic,N,https://www.linkedin.com/in/jeff-d-benson-pe-pmp-84894518
Montana,State,Bruce Shultz,Montana State Senate District 39,Democratic,N,https://www.linkedin.com/in/julie-schultz-2983479
Montana,State,Elizabeth Story,Montana House of Representatives District 2,Democratic,N,https://www.linkedin.com/in/elizabeth-story-68a25a9b
Montana,State,Lindsey Jordan,Montana House of Representatives District 4,Democratic,N,https://www.linkedin.com/in/lindseyjgordon
Montana,State,Thedis Crowe,Montana House of Representatives District 15,Democratic,N,https://www.linkedin.com/in/kerri-crowe
Montana,State,Mike Fox,Montana House of Representatives District 32,Democratic,N,https://www.linkedin.com/in/michael-fox-03587564
Montana,State,Kim Kreider,Montana House of Representatives District 35,Democratic,N,https://www.linkedin.com/in/kim-kreider-98346026
Montana,State,Stan Taylor,Montana House of Representatives District 36,Democratic,N,https://www.linkedin.com/in/taylor-ramos-71493b183
Montana,State,Bob Auch,Montana House of Representatives District 40,Democratic,N,https://www.linkedin.com/in/kathleen-williams-62098b38
Montana,State,Sidney Fitzpatrick,Montana House of Representatives District 42,Democratic,N,https://www.linkedin.com/in/sidney-fitzpatrick-110606209
Montana,State,Anne Ross,Montana House of Representatives District 48,Democratic,N,https://www.linkedin.com/in/annathereseross
Montana,State,Donavon Hawk,Montana House of Representatives District 72,Democratic,Y,https://www.linkedin.com/in/donavon-hawk-61b3bbb7
Montana,State,Jeremiah Dawson,Montana House of Representatives District 77,Democratic,N,https://www.linkedin.com/in/jeremiah-dawson-7b768b51
Montana,State,SK Rossi,Montana House of Representatives District 82,Democratic,N,https://www.linkedin.com/in/ronaleeskees
Montana,State,David Williams,Montana House of Representatives District 84,Democratic,N,https://www.linkedin.com/in/david-williams-b44a6883
Montana,State,Laura Jackson,Montana House of Representatives District 85,Democratic,N,https://uk.linkedin.com/in/laura-jackson-70598a206
Montana,State,Jeff Kempka,Montana House of Representatives District 86,Democratic,N,https://www.linkedin.com/in/jeffkempka
Montana,State,Katie Sullivan,Montana House of Representatives District 93,Democratic,Y,https://www.linkedin.com/in/katiesullivan05
Montana,State,Melody Cunningham,Montana House of Representatives District 97,Democratic,N,https://www.linkedin.com/in/melody-cunningham-89225b277
Montana,State,Jerry Lynch,Montana Supreme Court Chief Justice,Nonpartisan,N,https://www.linkedin.com/in/jerry-lynch-15882a11
Nebraska,Federal,Tony Vargas,U.S. House Nebraska District 2,Democratic,N,https://www.linkedin.com/in/megmandyne
Nebraska,Federal,David J. Else,U.S. House Nebraska District 3,Democratic,N,https://www.linkedin.com/in/james-mumm-a10b67ab
Nebraska,State,Gary L. Rogge,University of Nebraska Board of Regents District 5,Nonpartisan,N,https://www.linkedin.com/in/gary-rogge-b66289b2
Nebraska,State,Flint Harkness,Nebraska State Senate District 5,Nonpartisan,N,https://www.linkedin.com/in/anna-wishart-025318195
Nebraska,State,Christopher Geary,Nebraska State Senate District 7,Nonpartisan,N,https://www.linkedin.com/in/chris-geary-2a804787
Nebraska,State,Peter Mayberry,Nebraska State Senate District 15,Nonpartisan,N,https://www.linkedin.com/in/peter-mayberry-944156a1
Nebraska,State,Cindy Kai,Nebraska State Senate District 17,Nonpartisan,N,https://www.linkedin.com/in/cindy-oelke-mba-667b804
Nebraska,State,Rob Dover,Nebraska State Senate District 19,Nonpartisan,Y,https://www.linkedin.com/in/brian-murray-40a36a232
Nebraska,State,Jacob Wolff,Nebraska State Senate District 23,Nonpartisan,N,https://www.linkedin.com/in/jacobswolf
Nebraska,State,Alan Zavodny,Nebraska State Senate District 23,Nonpartisan,N,https://www.linkedin.com/in/alan-zavodny-12727613
Nebraska,State,Daniel McKeon,Nebraska State Senate District 41,Nonpartisan,N,https://www.linkedin.com/in/daniel-mckeon-abb069213?trk=people-guest_people_search-card
Nebraska,Local,Jessica Powell,Metropolitan Community College Board of Governors District 2,Nonpartisan,N,https://www.linkedin.com/in/jessicajoypowell
Nebraska,Local,Larry Adams,Waverly School District school board Ward 2,Nonpartisan,N,https://www.linkedin.com/in/larryward
Nebraska,Local,Cole Stark,Waverly School District school board Ward 4,Nonpartisan,N,https://www.linkedin.com/in/cole-stark-29520531
Nebraska,Local,Cornelius Williams,Omaha Regional Metropolitan Transit Board District 1,Nonpartisan,N,https://www.linkedin.com/in/cornelius-williams-1b60501a
Nebraska,Local,William King,Omaha Regional Metropolitan Transit Board District 2,Nonpartisan,N,https://www.linkedin.com/in/william-clingman-cma-70398639
Nebraska,Local,Josh Corrigan,Omaha Regional Metropolitan Transit Board District 5,Nonpartisan,N,https://www.linkedin.com/in/kate-corrigan-omaha
Nebraska,Local,Gary Aldridge,Lower Platte South Natural Resources District Subdistrict 4,Nonpartisan,Y,https://www.linkedin.com/in/gary-aldridge-45873620a
Nebraska,Local,Stevens Berry,Lower Platte South Natural Resources District Subdistrict 8,Nonpartisan,N,https://www.linkedin.com/in/carla-mccullough-a3b8a53b
Nebraska,Local,Stephanie Matejka,Lower Platte South Natural Resources District Subdistrict 10,Nonpartisan,N,https://www.linkedin.com/in/stephanie-matejka-64921b4
Nebraska,Local,Todd Boellstorff,Nemaha Natural Resources District Board of Directors Subdistrict 2,Nonpartisan,Y,https://www.linkedin.com/in/kyle-hauschild-84a05669
Nebraska,Local,Dan Hodges,Nemaha Natural Resources District Board of Directors Subdistrict 4,Nonpartisan,Y,https://www.linkedin.com/in/gavin-hodges-a79a7598
Nebraska,Local,Rodney Storm,Papio-Missouri River Natural Resources District Board Subdistrict 1,Nonpartisan,N,https://www.linkedin.com/in/john-winkler-4651a561
Nebraska,Local,Anne Hubbard,Papio-Missouri River Natural Resources District Board Subdistrict 9,Nonpartisan,N,https://www.linkedin.com/in/madelyn-hubbard-a057a2151
Nebraska,Local,Jennifer Shatel,Elkhorn Public Schools school board At-large3 seats,Nonpartisan,Y,https://www.linkedin.com/in/jenniferschultz
Nebraska,Local,Justin Curtis,Millard Board of Education At-large3 seats,Nonpartisan,N,https://www.linkedin.com/in/justincurtis
Nebraska,Local,Michelle Malcom,Norris School District 160 school board Ward 3,Nonpartisan,N,https://www.linkedin.com/in/nate-seggerman-52898b65
Nebraska,Local,Katie Krause,Ralston Public Schools school board At-large3 seats,Nonpartisan,Y,https://www.linkedin.com/in/katiekrause83
Nevada,Federal,Dina Titus,U.S. House Nevada District 1,Democratic,Y,https://www.linkedin.com/in/demi-falc%C3%B3n-247313163
Nevada,Federal,Susie Lee,U.S. House Nevada District 3,Democratic,Y,https://www.linkedin.com/in/kyla-sabado-8969a897
Nevada,Federal,Steven Horsford,U.S. House Nevada District 4,Democratic,Y,https://www.linkedin.com/in/austin-lyle-906a512a
Nevada,State,Richard Carrillo,Nevada Board of Regents District 4,Nonpartisan,N,https://www.linkedin.com/in/louis-carrillo-047a41129
Nevada,State,Shawn Stamper,Nevada Board of Regents District 4,Nonpartisan,N,https://www.linkedin.com/in/shawn-stamper-8b790015
Nevada,State,Timothy Underwood Jr.,Nevada State Board of Education District 1,Nonpartisan,N,https://www.linkedin.com/in/timxcheck
Nevada,State,Danielle Ford,Nevada State Board of Education District 3,Nonpartisan,N,https://www.linkedin.com/in/daniellefordlv
Nevada,State,Michelee Crawford,Nevada State Senate District 1,Democratic,N,https://www.linkedin.com/in/michele-crawford-mba-54350910b
Nevada,State,Jennifer Atlas,Nevada State Senate District 5,Democratic,N,https://www.linkedin.com/in/stewboss
Nevada,State,Christian Bishop,Nevada State Senate District 5,Democratic,N,https://www.linkedin.com/in/mrchristianbishop
Nevada,State,Raymond Davis Jr.,Nevada State Senate District 11,Democratic,N,https://www.linkedin.com/in/raydavjr83
Nevada,State,Walter Jones III,Nevada State Assembly District 6,Democratic,N,https://www.linkedin.com/in/walter-alexander-jones-mba-844816aa
Nevada,State,Cinthia Moore,Nevada State Assembly District 11,Democratic,N,https://www.linkedin.com/in/cynthia-moore-11893128
Nevada,State,Eva Chase,Nevada State Assembly District 16,Democratic,N,https://www.linkedin.com/in/hilary-barrett1991
Nevada,State,Stuart MacKie,Nevada State Assembly District 31,Democratic,N,https://www.linkedin.com/in/jillian-mackie-24a082218
Nevada,State,Arnold Thomas,Nevada State Assembly District 32,Democratic,N,https://www.linkedin.com/in/erin-neff
Nevada,State,Lidia Stiglich,Nevada Supreme Court Seat G,Nonpartisan,Y,https://www.linkedin.com/in/marileebreternitz
Nevada,Local,Patricia Doyle,Henderson Township Justice Court Department 3(Special election),Nonpartisan,N,https://www.linkedin.com/in/patti-doyle-77bb688
Nevada,Local,Rebecca Wolfson,Las Vegas Municipal Court Department 5,Nonpartisan,N,https://www.linkedin.com/in/rebeccawolfson
Nevada,Local,Melisa De La Garza,Las Vegas Township Justice Court Department 15,Nonpartisan,Y,https://www.linkedin.com/in/melissa-d-l-956a7347
Nevada,Local,Danielle K. Pieper,Nevada 8th Judicial District Court Department 7(Special election),Nonpartisan,Y,https://www.linkedin.com/in/danielle-chio-371b0919a
NewHampshire,State,Cinde Warmington,Governor of New Hampshire,Democratic,N,https://www.linkedin.com/in/tristan-chapman92
NewJersey,Federal,Lawrence Hamm,U.S. Senate New Jersey,Democratic,N,https://www.linkedin.com/in/lawrence-hamm-67616573
NewJersey,Federal,Andrew Kim,U.S. Senate New Jersey,Democratic,N,https://www.linkedin.com/in/alysasides
NewJersey,Federal,Sarah Schoengood,U.S. House New Jersey District 3,Democratic,N,https://www.linkedin.com/in/sarahschoengood
NewJersey,Federal,Mikie Sherrill,U.S. House New Jersey District 11,Democratic,Y,https://www.linkedin.com/in/kellie-doucette-a3424a11a
NewJersey,Federal,Bonnie Watson Coleman,U.S. House New Jersey District 12,Democratic,Y,https://www.linkedin.com/in/joseph-delaney-mpa-72107120
NewJersey,Local,Sheila Montague,Newark Public Schools Board of Education3 seats,Nonpartisan,N,https://www.linkedin.com/in/sheila-montague
NewMexico,Federal,Martin Heinrich,U.S. Senate New Mexico,Democratic,Y,https://www.linkedin.com/in/eli-baca-739b101bb
NewMexico,Federal,Melanie Ann Stansbury,U.S. House New Mexico District 1,Democratic,Y,https://www.linkedin.com/in/brpnm
NewMexico,State,Songtree L. Pioche,New Mexico State Senate District 2,Democratic,N,https://www.linkedin.com/in/eli-baca-739b101bb
NewMexico,State,Shannon Pinto,New Mexico State Senate District 3,Democratic,Y,https://www.linkedin.com/in/brittany-silvas-78634716a
NewMexico,State,G. Michael Lopez,New Mexico State Senate District 8,Democratic,N,https://www.linkedin.com/in/michael-lopez-8b3b4045
NewMexico,State,William Burton Scott,New Mexico State Senate District 19,Democratic,N,https://www.linkedin.com/in/william-scott-423b021a0
NewMexico,State,Peter Wirth,New Mexico State Senate District 25,Democratic,Y,https://www.linkedin.com/in/drew-prestridge
NewMexico,State,Antonio Maestas,New Mexico State Senate District 26,Democratic,Y,https://www.linkedin.com/in/antoniomaestas
NewMexico,State,Tina R. Garcia,New Mexico State Senate District 29,Democratic,N,https://www.linkedin.com/in/tina-w-a1877a154?trk=public_profile_browsemap
NewMexico,State,Cheryl George,New Mexico House of Representatives District 4,Democratic,N,https://www.linkedin.com/in/john-kreienkamp-b6110966
NewMexico,State,Doreen Wonda Johnson,New Mexico House of Representatives District 5,Democratic,Y,https://www.linkedin.com/in/doreen-johnson-ba12ba6a
NewMexico,State,Priscilla Benally,New Mexico House of Representatives District 6,Democratic,N,https://www.linkedin.com/in/kevin-benally-3a158965
NewMexico,State,Daniel Torrez,New Mexico House of Representatives District 6,Democratic,N,https://www.linkedin.com/in/daniel-torrez-ba4a2363
