State,Type,Name,Office,Party,Incumbent,fd_url
California,Local,Babu Prasad,San Jose City Council District 2,Nonpartisan,N,https://www.linkedin.com/in/lopezforsj
California,Local,Tam Truong,San Jose City Council District 8,Nonpartisan,N,https://www.linkedin.com/in/tam-truong-513805280
California,Local,Jason Lee,Stockton City Council District 6,Nonpartisan,N,https://www.linkedin.com/in/jason-lee-11787020
California,Local,Rina Tambor,Los Angeles Unified School District Board of Education District 1,Nonpartisan,N,https://www.linkedin.com/in/jonathan-aguiniga-88515218b
California,Local,Raquel Villalta,Los Angeles Unified School District Board of Education District 3,Nonpartisan,N,https://www.linkedin.com/in/diana-villalta-5b487a141
California,Local,Graciela Ortiz,Los Angeles Unified School District Board of Education District 5,Nonpartisan,N,https://www.linkedin.com/in/graciela-ortiz-119947145
California,Local,Richard Barrera,San Diego Unified School District Board of Education District D,Nonpartisan,Y,https://www.linkedin.com/in/richard-barrera-25b63b148
California,Local,John Lewis,Alameda County Board of Education Trustee Area 2,Nonpartisan,N,https://www.linkedin.com/in/melanie-lewis-0555a611
California,Local,Eileen McDonald,Alameda County Board of Education Trustee Area 6,Nonpartisan,Y,https://www.linkedin.com/in/eileen-mcdonald-49594868
California,Local,Sandy Figuers,Alameda County Flood Control Board of Directors Zone 73 seats,Nonpartisan,Y,https://www.linkedin.com/in/jonathan-wunderlich-74a39b12
California,Local,Laurene Green,Alameda County Flood Control Board of Directors Zone 73 seats,Nonpartisan,Y,https://www.linkedin.com/in/teresa-green-71a94a11
California,Local,David Johnson,Orange County Board of Education District 4,Nonpartisan,N,https://www.linkedin.com/in/david-johnson-811a762b
California,Local,Sergei Vinkov,Riverside County Board of Education Trustee Area 4,Nonpartisan,N,https://www.linkedin.com/in/scott-price-05988841
California,Local,Jennin Martinez,Sacramento County Board of Education Area 4,Nonpartisan,N,https://www.linkedin.com/in/jennie-martinez?trk=public_post_main-feed-card_feed-actor-name
California,Local,Amrit Singh,Long Beach City Council District 4,Nonpartisan,N,https://uk.linkedin.com/in/amrit-singh-b628b293
California,Local,Daryl Collins,Sacramento City Council District 2,Nonpartisan,N,https://www.linkedin.com/in/daryl-collins-a884ab45
California,Local,Mary Russell,Sacramento City Council District 2,Nonpartisan,N,https://www.linkedin.com/in/mary-l-russell-tax-preparer-mba-04a42657
California,Local,Donald Griffith,Superior Court of Kern County,Nonpartisan,N,https://www.linkedin.com/in/julie-griffith-0830987a
California,Local,Tracey Gallagher,Superior Court of Kern County,Nonpartisan,N,https://www.linkedin.com/in/tracyagallagher
California,Local,Tracey Blount,Superior Court of Los Angeles County,Nonpartisan,N,https://www.linkedin.com/in/chrissy-padilla-0b00797
California,Local,Mohammad Ali Fakhreddine,Superior Court of Los Angeles County,Nonpartisan,N,https://www.linkedin.com/in/mofakhreddine
California,Local,Steven Mac,Superior Court of Los Angeles County,Nonpartisan,N,https://www.linkedin.com/in/kenneth-liang-5532a817a
California,Local,Renee Rose,Superior Court of Los Angeles County,Nonpartisan,N,https://www.linkedin.com/in/reneerose1
California,Local,Ericka Wiley,Superior Court of Los Angeles County,Nonpartisan,N,https://www.linkedin.com/in/jacob-lee-9b525a49
California,Local,Lynn D. Olson,Superior Court of Los Angeles County,Nonpartisan,Y,https://www.linkedin.com/in/lynnolson
California,Local,Binh Dang,Superior Court of Orange County,Nonpartisan,N,https://www.linkedin.com/in/darren-dang-2ba3b6
California,Local,Jeffrey Kirk,Superior Court of Riverside County,Nonpartisan,N,https://www.linkedin.com/in/jeffrey-kirk-b43b858
Colorado,Federal,John Edgar,U.S. House Colorado District 5,Democratic,N,https://www.linkedin.com/in/john-putnam-a78aa5a8
Colorado,Federal,Calil Yarbrough,U.S. House Colorado District 5,No Party Affiliation,N,https://www.linkedin.com/in/caleb-j-yarbrough
Colorado,Federal,Jason Crow,U.S. House Colorado District 6,Democratic,Y,https://www.linkedin.com/in/ashleywheeland
Colorado,Federal,Brittany Pettersen,U.S. House Colorado District 7,Democratic,Y,https://www.linkedin.com/in/hannah-m-71293756
Colorado,Federal,Matthew Payette,U.S. House Colorado District 8,No Party Affiliation,N,https://www.linkedin.com/in/matthew-payette-98786456
Colorado,State,Max Woodfin,Colorado House of Representatives District 49,Democratic,N,https://www.linkedin.com/in/max-woodfin-8048b51
Connecticut,Federal,Christopher S. Murphy,U.S. Senate Connecticut,Democratic,Y,https://www.linkedin.com/in/erin-tevnan-0768181a2
Connecticut,Federal,Joe Courtney,U.S. House Connecticut District 2,Democratic,Y,https://www.linkedin.com/in/maria-costigan-a94b7149
Connecticut,Federal,Rosa L. DeLauro,U.S. House Connecticut District 3,Democratic,Y,https://www.linkedin.com/in/toddsloves
Delaware,Federal,Lisa Blunt Rochester,U.S. Senate Delaware,Democratic,N,https://www.linkedin.com/in/fulchino
Delaware,Federal,Michael Katz,U.S. Senate Delaware,Nonpartisan,N,https://www.linkedin.com/in/michael-katz-22341045
Florida,Federal,Sandy Kennedy,U.S. House Florida District 8,Democratic,N,https://www.linkedin.com/in/sandystreit
Florida,Federal,Barbie Harden Hall,U.S. House Florida District 11,Democratic,N,https://www.linkedin.com/in/barbie-hall-450bb1269
Florida,Federal,Kathy Castor,U.S. House Florida District 14,Democratic,Y,https://www.linkedin.com/in/charlesbmc
Florida,Federal,Kris Fitzgerald,U.S. House Florida District 15,Democratic,N,https://www.linkedin.com/in/chris--fitzgerald
Florida,Federal,Matthew Montavon,U.S. House Florida District 17,Democratic,N,https://www.linkedin.com/in/joshuamontavon
Florida,Federal,Lois Frankel,U.S. House Florida District 22,Democratic,Y,https://www.linkedin.com/in/vanessa-miller-a879b27a
Florida,Federal,Frederica S. Wilson,U.S. House Florida District 24,Democratic,Y,https://www.linkedin.com/in/quincycohen
Florida,Federal,Debbie Wasserman Schultz,U.S. House Florida District 25,Democratic,Y,https://www.linkedin.com/in/mara-vaknin-77b808200
Florida,Federal,Marcos Reyes,U.S. House Florida District 28,Democratic,N,https://www.linkedin.com/in/marcos-reyes-9515b55
Florida,State,Kimblin Nesmith,Florida State Senate District 3,Democratic,N,https://www.linkedin.com/in/ashley-peterman-iii-91788a38
Florida,State,Sarah Henry,Florida House of Representatives District 38,Democratic,N,https://www.linkedin.com/in/sarah-henry-497b2497
Florida,State,Derek Reich,Florida House of Representatives District 73,Democratic,N,https://www.linkedin.com/in/derek-reich-62363b8a
Florida,State,Ashley Gantt,Florida House of Representatives District 109,Democratic,Y,https://www.linkedin.com/in/ashley-v-gantt-esq
Georgia,Federal,Sanford Bishop Jr.,U.S. House Georgia District 2,Democratic,Y,https://www.linkedin.com/in/jonathan-halpern-872bab5
Georgia,Federal,Bob Christian,U.S. House Georgia District 7,Democratic,N,https://www.linkedin.com/in/bob-christian-894b5947
Georgia,Federal,Vinson Watkins,U.S. House Georgia District 8,Democratic,N,https://www.linkedin.com/in/julia-aman-b1a4327a
Georgia,Federal,Tambrei Cash,U.S. House Georgia District 9,Democratic,N,https://www.linkedin.com/in/louis-cash-95a01b84
Georgia,Federal,Liz Johnson,U.S. House Georgia District 12,Democratic,N,https://www.linkedin.com/in/elizabethcjohnson
Georgia,Federal,Mark Baker,U.S. House Georgia District 13,Democratic,N,https://www.linkedin.com/in/bakermd
Georgia,Federal,Brian Johnson,U.S. House Georgia District 13,Democratic,N,https://www.linkedin.com/in/brian-d-johnson
Georgia,State,Gail Davenport,Georgia State Senate District 17,Democratic,Y,https://www.linkedin.com/in/gail-davenport-955356b
Georgia,State,Donzella James,Georgia State Senate District 28,Democratic,Y,https://www.linkedin.com/in/yvonnegambleleadership
Georgia,State,Wanda Cooper,Georgia State Senate District 30,Democratic,N,https://www.linkedin.com/in/wanda-cooper-63442b11
Georgia,State,Tyriq T. Jackson,Georgia State Senate District 34,Democratic,N,https://www.linkedin.com/in/scottkoernerjackson
Georgia,State,Xe Ross,Georgia State Senate District 34,Democratic,N,https://www.linkedin.com/in/ross-fralick-a59ba47
Georgia,State,Michel Powell,Georgia State Senate District 36,Democratic,N,https://www.linkedin.com/in/michelle-powell-63588b7
Georgia,State,Nate Green,Georgia State Senate District 38,Democratic,N,https://www.linkedin.com/in/natejgreene
