State,Type,Name,Office,Party,Incumbent,fd_url
Kentucky,Local,Joseph Dahmer,Louisville Metro Council District 4,Democratic,N,https://www.linkedin.com/in/joshua-steele-95797448
Kentucky,Local,Mary Hall,Louisville Metro Council District 4,Democratic,N,https://www.linkedin.com/in/marydehall
Kentucky,Local,Demetrius McDowell Sr.,Louisville Metro Council District 4,Democratic,N,https://www.linkedin.com/in/demetrius-m-mcdowell-a7323323
Kentucky,Local,Autumn Lockhart,Louisville Metro Council District 14,Democratic,N,https://www.linkedin.com/in/autumn-lockhart-66a21065
Kentucky,Local,Kelly May,Frankfort Board of Commissioners4 seats,Nonpartisan,Y,https://www.linkedin.com/in/kelly-may-2762929b
Kentucky,Local,Rob Richardson,Frankfort Board of Commissioners4 seats,Nonpartisan,N,https://www.linkedin.com/in/rob-richards-8316bb23
Kentucky,Local,Anna Rosen,Frankfort Board of Commissioners4 seats,Nonpartisan,N,https://www.linkedin.com/in/anna-haydon-627475294
Louisiana,Federal,Mel Manuel,U.S. House Louisiana District 1,Democratic,N,https://www.linkedin.com/in/rebel-manuel-886bb741
Maine,Federal,Chellie Pingree,U.S. House Maine District 1,Democratic,Y,https://www.linkedin.com/in/victoriaabonney
Maine,Federal,Kevin Ball,U.S. House Maine District 2,No Party Affiliation,N,https://www.linkedin.com/in/kevin-brady-09aa148b
Maine,State,Matthew J. Rush,Maine State Senate District 2,Democratic,N,https://www.linkedin.com/in/mnrush
Maine,State,Richard A. Evans,Maine State Senate District 4,Democratic,N,https://www.linkedin.com/in/revans7
Maine,State,Jonathan C. Goble,Maine State Senate District 6,Democratic,N,https://www.linkedin.com/in/jonathan-goble-718a8291
Maine,State,Thomas R. Watson,Maine State Senate District 17,Democratic,N,https://www.linkedin.com/in/tom-watson-77a0a64
Maine,State,Jean M. Guzzetti,Maine State Senate District 24,Democratic,N,https://www.linkedin.com/in/julie-ann-smith-maine
Maine,State,Mark Lawrence,Maine State Senate District 35,Democratic,Y,https://www.linkedin.com/in/marcmalon2
Maine,State,John Martin,Maine House of Representatives District 1,Democratic,N,https://www.linkedin.com/in/john-martin-045a261
Maine,State,Roland Martin,Maine House of Representatives District 2,Democratic,N,https://www.linkedin.com/in/gaetan-davis-392149207
Maine,State,Roland Rogers,Maine House of Representatives District 11,Democratic,N,https://www.linkedin.com/in/angela-rogers-a42673144
Maine,State,Lynne Williams,Maine House of Representatives District 14,Democratic,Y,https://www.linkedin.com/in/lynn-williams-040300182
Maine,State,W. Louis Sidell,Maine House of Representatives District 30,Democratic,N,https://www.linkedin.com/in/isaac-sidell-38215847
Maine,State,D. Ray,Maine House of Representatives District 40,Democratic,N,https://www.linkedin.com/in/cathy-ricker-4197508a
Maine,State,David Sinclair,Maine House of Representatives District 50,Democratic,Y,https://www.linkedin.com/in/david-sinclair-291b487a
Maine,State,David Rollins,Maine House of Representatives District 59,Democratic,N,https://www.linkedin.com/in/dave-rollins-5561a15
Maine,State,Andrew Dent,Maine House of Representatives District 64,Democratic,N,https://www.linkedin.com/in/andrew-dent-601bb31b
Maine,State,Brian Blake,Maine House of Representatives District 68,Democratic,N,https://www.linkedin.com/in/brianablake
Maine,State,Ann Dorney,Maine House of Representatives District 71,Democratic,N,https://www.linkedin.com/in/sierra-dorney-769056187
Maine,State,Gregory Kimber,Maine House of Representatives District 74,Democratic,N,https://www.linkedin.com/in/greg-kimber-81b47a14
Maine,State,H. Scott Landry Jr.,Maine House of Representatives District 75,Democratic,Y,https://www.linkedin.com/in/scott-landry-5a7b5012
Maine,State,Craig Messinger,Maine House of Representatives District 86,Democratic,N,https://www.linkedin.com/in/craig-messinger-aa76a14
Maine,State,Daniel Campbell,Maine House of Representatives District 90,Democratic,N,https://www.linkedin.com/in/daniel-saperstein-50549552
Maine,State,Julia McCabe,Maine House of Representatives District 93,Democratic,N,https://www.linkedin.com/in/julia-mcc
Maine,State,Leigh Albert,Maine House of Representatives District 96,Democratic,N,https://www.linkedin.com/in/susanmcarlson
Maine,State,Parnell Terry,Maine House of Representatives District 108,Democratic,N,https://www.linkedin.com/in/maureen-terry-360a044
Maine,State,Dylan Pugh,Maine House of Representatives District 114,Democratic,N,https://www.linkedin.com/in/pughdylan
Maine,State,Herbert Adams,Maine House of Representatives District 118,Democratic,N,https://www.linkedin.com/in/rebecca-millett-b8928737
Maine,State,Michelle Boyer,Maine House of Representatives District 123,Democratic,N,https://www.linkedin.com/in/michelle-boyer-62033614
Maine,State,Elizabeth Gleason,Maine House of Representatives District 137,Democratic,N,https://www.linkedin.com/in/jennifer-gleason-92936060
Maine,State,Michael McKinney,Maine House of Representatives District 138,Democratic,N,https://www.linkedin.com/in/michael-mckenney-4055211b8
Maine,State,Michele Meyer,Maine House of Representatives District 150,Democratic,Y,https://www.linkedin.com/in/micheleemeyer
Maryland,Federal,Scottie Griffin,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/lisa-goodspeed-360aa330
Maryland,Federal,Andrew Wildman,U.S. Senate Maryland,Democratic,N,https://www.linkedin.com/in/andy-wildman-90811694
Maryland,Federal,Blane Miller III,U.S. House Maryland District 1,Democratic,N,https://www.linkedin.com/in/blane-miller-3015b81b9
Maryland,Federal,Aisha Khan,U.S. House Maryland District 3,Democratic,N,https://www.linkedin.com/in/aisha-khan-a057174b
Maryland,Federal,Gabriel Njinimbot,U.S. House Maryland District 4,Democratic,N,https://www.linkedin.com/in/janelle-gabriel-5a383a3a
Maryland,Federal,Steny Hoyer,U.S. House Maryland District 5,Democratic,Y,https://www.linkedin.com/in/jarid-matthews-3a30291a7
Maryland,Local,Wayne Baker,Mayor of Baltimore,Democratic,N,https://www.linkedin.com/in/wayne-baker-6792503
Maryland,Local,Texas Brown,Mayor of Baltimore,Democratic,N,https://www.linkedin.com/in/troy-king-135104203
Maryland,Local,Keith Scott,Mayor of Baltimore,Democratic,N,https://www.linkedin.com/in/keith-scott-mba-4381675
Maryland,Local,Ryan Dorsey,Baltimore City Council District 3,Democratic,Y,https://www.linkedin.com/in/ryandorsey98
Maryland,Local,Christian Allen,Baltimore City Council District 8,Democratic,N,https://www.linkedin.com/in/chris-allen-2ab5b05
Maryland,Local,Jeffery Allen,Baltimore City Council District 8,Democratic,N,https://www.linkedin.com/in/jeffallen5
Maryland,Local,Matthew Johnson,Baltimore City Council District 9,Democratic,N,https://www.linkedin.com/in/mattajohnson
Maryland,Local,Walker Gladden III,Baltimore City Council District 13,Democratic,N,https://www.linkedin.com/in/calvin-gladden-ii-461b1542
Maryland,Local,Hunter Voss,"Anne Arundel County Public Schools, District 1",Nonpartisan,N,https://www.linkedin.com/in/harris-s-b3311085
Maryland,Local,Robert Silkworth,"Anne Arundel County Public Schools, District 2",Nonpartisan,Y,https://www.linkedin.com/in/robert-silkworth-1b5a3042
Maryland,Local,Juan Carlos Villao,"Anne Arundel County Public Schools, District 4",Nonpartisan,N,https://www.linkedin.com/in/matthew-henning-47b06189
Maryland,Local,Tierney Farlan Davis,Cecil County Board of Education District 2,Nonpartisan,Y,https://www.linkedin.com/in/david-culver-43302349
Maryland,Local,Dita Watson,Cecil County Board of Education District 2,Nonpartisan,N,https://www.linkedin.com/in/dara-watson-43354631
Maryland,Local,Iyamide House,Prince George's County Board of Education District 5,Nonpartisan,N,https://www.linkedin.com/in/lisa-howell-6874711
Maryland,Local,Justin Smith,Frederick County Board of Education At-large3 seats,Nonpartisan,N,https://www.linkedin.com/in/justinsmithmba
Maryland,Local,Aby Thioye,Montgomery County Board of Education District 2,Nonpartisan,N,https://www.linkedin.com/in/julieappelstein
Massachusetts,Federal,Richard Neal,U.S. House Massachusetts District 1,Democratic,Y,https://www.linkedin.com/in/kara-getz-23334313
Massachusetts,Federal,Jim McGovern,U.S. House Massachusetts District 2,Democratic,Y,https://www.linkedin.com/in/jdniedzielski
Massachusetts,Federal,Ayanna Pressley,U.S. House Massachusetts District 7,Democratic,Y,https://www.linkedin.com/in/olivia-roskill-a52b73127
Massachusetts,Federal,Stephen Lynch,U.S. House Massachusetts District 8,Democratic,Y,https://www.linkedin.com/in/nicholas-zaferakis-3095689
Massachusetts,Federal,Bill Keating,U.S. House Massachusetts District 9,Democratic,Y,https://www.linkedin.com/in/billkeating
Massachusetts,State,Homar Gomez,Massachusetts House of Representatives 2nd Hampshire District,Democratic,N,https://www.linkedin.com/in/sindy-mojica-32674263/es
Massachusetts,State,Orlando Ramos,Massachusetts House of Representatives 9th Hampden District,Democratic,Y,https://www.linkedin.com/in/orlando-ramos-028055201
Massachusetts,State,Adrianne Ramos,Massachusetts House of Representatives 14th Essex District,Democratic,Y,https://www.linkedin.com/in/andrew-horton-1585411b3
Michigan,Federal,Hill Harper,U.S. Senate Michigan,Democratic,N,https://www.linkedin.com/in/sara-digiglio-33565b239
Michigan,Federal,Elissa Slotkin,U.S. Senate Michigan,Democratic,N,https://www.linkedin.com/in/asternfeld
Michigan,State,Abigail Wheeler,Michigan House of Representatives District 40,Democratic,N,https://www.linkedin.com/in/abigailrwheeler
Michigan,State,Austin Breuer,Michigan House of Representatives District 50,Democratic,N,https://www.linkedin.com/in/lisa-breuer-571a4416
Michigan,State,Jason Rubin,Michigan House of Representatives District 79,Democratic,N,https://www.linkedin.com/in/jason-rubin-95223244
Michigan,State,April Osentoski,Michigan House of Representatives District 98,Democratic,N,https://www.linkedin.com/in/tracey-osentoski
Michigan,State,Michael Riordan,Michigan 1st District Court of Appeals2 seats,Nonpartisan,Y,https://www.linkedin.com/in/mike-mike-riordan-a2b34a30
Michigan,Local,Rachal Gort,"Grant Public School District, At-large(Special election)2 seats",Nonpartisan,Y,https://www.linkedin.com/in/julie-reams-b81b4921
Minnesota,Federal,Amy Klobuchar,U.S. Senate Minnesota,Democratic,Y,https://www.linkedin.com/in/bridget-fisher-63955aa2
Minnesota,Federal,Rachel Bohman,U.S. House Minnesota District 1,Democratic,N,https://www.linkedin.com/in/bohmanjohn
Minnesota,Federal,Angie Craig,U.S. House Minnesota District 2,Democratic,Y,https://www.linkedin.com/in/isaac-spanjer-40817517b
Minnesota,Federal,Kelly Morrison,U.S. House Minnesota District 3,Democratic,N,https://www.linkedin.com/in/cameron-anderson-324a4715a
Minnesota,Federal,Betty McCollum,U.S. House Minnesota District 4,Democratic,Y,https://www.linkedin.com/in/benjamin-brandt
Minnesota,Federal,Tim Peterson,U.S. House Minnesota District 5,Democratic,N,https://www.linkedin.com/in/timjpeterson
Minnesota,Federal,Jay Reeves,U.S. House Minnesota District 6,Democratic,N,https://www.linkedin.com/in/richardvreeves
Minnesota,State,Dan Wolgamott,Minnesota House of Representatives District 14B,Democratic,Y,https://www.linkedin.com/in/isaac-lindstrom
Mississippi,Federal,Bennie Thompson,U.S. House Mississippi District 2,Democratic,Y,https://www.linkedin.com/in/sandra-jamison-849362a7
Mississippi,State,Jenifer Branning,Mississippi Supreme Court District 1 Position 3,Nonpartisan,N,https://www.linkedin.com/in/jenifer-branning-b9260b35
Mississippi,State,Jack Wilson,Mississippi Court of Appeals District 3 Position 1,Nonpartisan,Y,https://www.linkedin.com/in/jack-wilson-4b861a235
Missouri,Federal,December Harmon,U.S. Senate Missouri,Democratic,N,https://www.linkedin.com/in/helena-harmon-450247139
Missouri,Federal,Lucas Kunce,U.S. Senate Missouri,Democratic,N,https://www.linkedin.com/in/tyler-tran-a55a55b3
Missouri,Federal,Chuck Summers,U.S. House Missouri District 2,Democratic,N,https://www.linkedin.com/in/chucksummers
Missouri,Federal,Jon Karlen,U.S. House Missouri District 3,Democratic,N,https://www.linkedin.com/in/johnlkarlen
Missouri,Federal,Jeanette Cass,U.S. House Missouri District 4,Democratic,N,https://www.linkedin.com/in/jeanettemmiller
Missouri,Federal,Emanuel Cleaver,U.S. House Missouri District 5,Democratic,Y,https://www.linkedin.com/in/devin-kelsey-06b30554
Missouri,Federal,Pam May,U.S. House Missouri District 6,Democratic,N,https://www.linkedin.com/in/pam-victor-414b7a53
Missouri,Federal,Missi Hesketh,U.S. House Missouri District 7,Democratic,N,https://uk.linkedin.com/in/mike-hesketh-11143838
Missouri,State,Greg Razer,Missouri State Senate District 7,Democratic,Y,https://www.linkedin.com/in/tyler-travers-mpa-236a82257
Missouri,State,Stephen Webber,Missouri State Senate District 19,Democratic,N,https://www.linkedin.com/in/steve-webber-2032522
Missouri,State,David T. Smith,Missouri House of Representatives District 46,Democratic,Y,https://www.linkedin.com/in/david-smith-38b05b147
Missouri,State,Amanda Taylor,Missouri House of Representatives District 103,Democratic,N,https://www.linkedin.com/in/amanda-taylor-571ab197
Missouri,Local,Mackenzie Job,Jefferson City Council Ward 5,Nonpartisan,N,https://www.linkedin.com/in/drew-erdmann-aa49567
Missouri,Local,Da’Jion Lymore,Center School District Board of Education2 seats,Nonpartisan,N,https://www.linkedin.com/in/dawne-trokey-05a90061
Missouri,Local,Michael Sarver,Center School District Board of Education2 seats,Nonpartisan,N,https://www.linkedin.com/in/1847sarver
Missouri,Local,Darren Siebert,Liberty Schools Board of Education At-large2 seats,Nonpartisan,N,https://www.linkedin.com/in/jared-w-siebert-mba-62aa744
Missouri,Local,Brock Foley,North Kansas City Public Schools Board of Education3 seats,Nonpartisan,N,https://www.linkedin.com/in/brock-foley-1989766b
Missouri,Local,Mike Moore,"St. Joseph School District school board, At-large3 seats",Nonpartisan,N,https://www.linkedin.com/in/kim-waller-4a4ba991
Montana,Federal,Jon Tester,U.S. Senate Montana,Democratic,Y,https://www.linkedin.com/in/monica-paoli-7846b240
Montana,Federal,Monica Tranel,U.S. House Montana District 1,Democratic,N,https://www.linkedin.com/in/briana-spainhour2018
Montana,State,Jim Hunt,Governor of Montana,Democratic,N,https://www.linkedin.com/in/jim-hunt-80860a109
Montana,State,Raph Graybill,Lieutenant Governor of Montana,Democratic,N,https://www.linkedin.com/in/ryan-busse-90357b15
Montana,State,Leonard Williams,Montana Public Service Commission District 3,Democratic,N,https://www.linkedin.com/in/lnwenterprises
Montana,State,Angela Kennedy,Montana State Senate District 3,Democratic,N,https://www.linkedin.com/in/angela-webster-msw-imh-e
Montana,State,Craig Pablo,Montana State Senate District 7,Democratic,N,https://www.linkedin.com/in/mike-veselik-51441a33
Montana,State,Rae Peppers,Montana State Senate District 21,Democratic,N,https://www.linkedin.com/in/fscow
Montana,State,Laura Smith,Montana State Senate District 40,Democratic,N,https://www.linkedin.com/in/laura-smith-775b171b2
Montana,State,Lindsey Jordan,Montana House of Representatives District 4,Democratic,N,https://www.linkedin.com/in/lindsey-jordan
Montana,State,Beth Sibert,Montana House of Representatives District 8,Democratic,N,https://www.linkedin.com/in/beth-siebert-329527104
Montana,State,Barry Olson,Montana House of Representatives District 12,Democratic,N,https://www.linkedin.com/in/barry-olson-09b61227
Montana,State,Colleen Hinds,Montana House of Representatives District 14,Democratic,N,https://www.linkedin.com/in/jasonhinds
Montana,State,Thedis Crowe,Montana House of Representatives District 15,Democratic,N,https://www.linkedin.com/in/gina-crowe-809bbb15
Montana,State,David Arends,Montana House of Representatives District 18,Democratic,N,https://www.linkedin.com/in/jeff-arends-b8930220b
Montana,State,Frank Smith,Montana House of Representatives District 31,Democratic,Y,https://www.linkedin.com/in/frankdsmith
Montana,State,Lance Fourstar,Montana House of Representatives District 31,Democratic,N,https://www.linkedin.com/in/shannon-kadrmas-97b95225
Montana,State,Mike Fox,Montana House of Representatives District 32,Democratic,N,https://www.linkedin.com/in/mike-fox-272a058
Montana,State,Kim Kreider,Montana House of Representatives District 35,Democratic,N,https://www.linkedin.com/in/kim-kreider-4041b6162
Montana,State,Stan Taylor,Montana House of Representatives District 36,Democratic,N,https://www.linkedin.com/in/taylor-edwards-320477
Montana,State,Melissa Smith,Montana House of Representatives District 39,Democratic,N,https://www.linkedin.com/in/melissa-smith-63b76a40
Montana,State,Jamie Isaly,Montana House of Representatives District 58,Democratic,N,https://www.linkedin.com/in/elijah-isaly-60959a49
Montana,State,Becky Edwards,Montana House of Representatives District 61,Democratic,N,https://www.linkedin.com/in/becky-edwards-b150397
Montana,State,Eric Matthews,Montana House of Representatives District 66,Democratic,Y,https://www.linkedin.com/in/eric-matthews01
Montana,State,Marc Lee,Montana House of Representatives District 74,Democratic,N,https://www.linkedin.com/in/marc-lee-a949b4b
Montana,State,Bob Carter,Montana House of Representatives District 96,Democratic,Y,https://www.linkedin.com/in/bob-carter-a11382203
Montana,State,Melody Cunningham,Montana House of Representatives District 97,Democratic,N,https://www.linkedin.com/in/shefik
Montana,State,SJ Howell,Montana House of Representatives District 100,Democratic,Y,https://www.linkedin.com/in/dj-howell-0a962a217
Nebraska,State,Karen Morgan,Nebraska State Board of Education District 2,Nonpartisan,N,https://www.linkedin.com/in/karen-graham-5b8312103?trk=public_profile_browsemap_profile-result-card_result-card_full-click
Nebraska,State,Liz Renner,Nebraska State Board of Education District 4,Nonpartisan,N,https://www.linkedin.com/in/liz-renner-7b066123a
Nebraska,State,Gary L. Rogge,University of Nebraska Board of Regents District 5,Nonpartisan,N,https://www.linkedin.com/in/jessica-rogge-74872a142
Nebraska,State,Bob Holman,Nebraska State Senate District 1,Nonpartisan,N,https://www.linkedin.com/in/matt-holman-0a102622
Nebraska,State,Anthony Hanson,Nebraska State Senate District 15,Nonpartisan,N,https://www.linkedin.com/in/anna-wishart-025318195
Nebraska,State,Peter Mayberry,Nebraska State Senate District 15,Nonpartisan,N,https://www.linkedin.com/in/agreenwood
Nebraska,State,Scott Thomas,Nebraska State Senate District 15,Nonpartisan,N,https://www.linkedin.com/in/tony-baker-79703240
Nebraska,State,Dave Wordekemper,Nebraska State Senate District 15,Nonpartisan,N,https://www.linkedin.com/in/rickwordekemper
Nebraska,State,Rob Dover,Nebraska State Senate District 19,Nonpartisan,Y,https://www.linkedin.com/in/robertdover
Nebraska,State,Bryan Paseka,Nebraska State Senate District 21,Nonpartisan,N,https://www.linkedin.com/in/jasonpaseka
Nebraska,State,Michelle Smith,Nebraska State Senate District 33,Nonpartisan,N,https://www.linkedin.com/in/michelle-smith-7a151158
Nebraska,Local,Adam Gotschall,Metropolitan Community College Board of Governors District 3,Nonpartisan,Y,https://www.linkedin.com/in/zachreinhardt
Nebraska,Local,Jim Sherwood,Southeast Community College Board of Governors District 3,Nonpartisan,Y,https://www.linkedin.com/in/jim-sherwood-leader71
Nebraska,Local,Arlyn E. Uhrmacher,Southeast Community College Board of Governors District 5,Nonpartisan,Y,https://www.linkedin.com/in/jwarrencpa
Nebraska,Local,Paul Anderson,Omaha Public Schools Board of Education Subdistrict 3,Nonpartisan,N,https://www.linkedin.com/in/paul-anderson-78665a88
Nebraska,Local,Gini Magnuson,Omaha Public Schools Board of Education Subdistrict 5,Nonpartisan,N,https://www.linkedin.com/in/shauntae%E2%80%99-s-5799a112a?trk=public_profile_browsemap
Nebraska,Local,John Cooper,Waverly School District school board Ward 6,Nonpartisan,N,https://www.linkedin.com/in/john-cooper-82b61148
Nebraska,Local,Douglas Ignowski,Omaha Regional Metropolitan Transit Board District 1,Nonpartisan,N,https://www.linkedin.com/in/douglas-traster-mba-6328a83
Nebraska,Local,Cornelius Williams,Omaha Regional Metropolitan Transit Board District 1,Nonpartisan,N,https://www.linkedin.com/in/cornelius-williams-76bb4016
Nebraska,Local,Angie Miller,Learning Community Coordinating Council Achievement Subcouncil 42 seats,Nonpartisan,Y,https://www.linkedin.com/in/angie-miller-76252391
Nebraska,Local,Brooktynn Blood,Learning Community Coordinating Council Achievement Subcouncil 42 seats,Nonpartisan,N,https://www.linkedin.com/in/energyrescueincorg
Nebraska,Local,Raquel Rodriguez,Learning Community Coordinating Council Achievement Subcouncil 42 seats,Nonpartisan,N,https://www.linkedin.com/in/raquelarodriguez
Nebraska,Local,Rod DeBuhr,Lower Platte South Natural Resources District Subdistrict 1,Nonpartisan,N,https://www.linkedin.com/in/mike-sousek-81456a41
Nebraska,Local,Lisa Lewis,Lower Platte South Natural Resources District Subdistrict 9,Nonpartisan,Y,https://www.linkedin.com/in/lisa-lewis-34b53915
Nebraska,Local,Dan Hodges,Nemaha Natural Resources District Board of Directors Subdistrict 4,Nonpartisan,Y,https://www.linkedin.com/in/daniel-m-hodges-ba97a94
Nebraska,Local,Patricia Coates,Nemaha Natural Resources District Board of Directors Subdistrict 4(Special election),Nonpartisan,Y,https://www.linkedin.com/in/patricia-coates-bb82a675
Nebraska,Local,Dan Conway,Papio-Missouri River Natural Resources District Board Subdistrict 1,Nonpartisan,N,https://www.linkedin.com/in/john-conley-1386b74
Nebraska,Local,Rodney Storm,Papio-Missouri River Natural Resources District Board Subdistrict 1,Nonpartisan,N,https://www.linkedin.com/in/steve-curtiss-a21a0b9
Nebraska,Local,Justin Curtis,Millard Board of Education At-large3 seats,Nonpartisan,N,https://www.linkedin.com/in/curtis-case-202232174
Nebraska,Local,Jim Devine,Norris School District 160 school board Ward 3,Nonpartisan,Y,https://www.linkedin.com/in/jamesdevinesphr
Nebraska,Local,Michelle Malcom,Norris School District 160 school board Ward 3,Nonpartisan,N,https://www.linkedin.com/in/matt-rosenau-55234a16b
Nebraska,Local,Samantha Willey,Ralston Public Schools school board At-large3 seats,Nonpartisan,Y,https://www.linkedin.com/in/samantha-willey-77b22433
Nevada,Federal,Jacky Rosen,U.S. Senate Nevada,Democratic,Y,https://www.linkedin.com/in/alexandraleventis
Nevada,Federal,Mike Schaefer,U.S. Senate Nevada,Democratic,N,https://www.linkedin.com/in/michael-schaefer-66b0a966
Nevada,Federal,Allen Rheinhart,U.S. Senate Nevada,No Political Party,N,https://www.linkedin.com/in/marktnester
Nevada,State,Richard Carrillo,Nevada Board of Regents District 4,Nonpartisan,N,https://www.linkedin.com/in/richard-carrillo-7bbb22103
Nevada,State,Shawn Stamper,Nevada Board of Regents District 4,Nonpartisan,N,https://www.linkedin.com/in/chadstamper
Nevada,State,Jennifer Atlas,Nevada State Senate District 5,Democratic,N,https://www.linkedin.com/in/mayra-salinas
Nevada,State,Johnny Kerns,Nevada State Senate District 15,Democratic,N,https://www.linkedin.com/in/shannongrove
Nevada,State,Cinthia Moore,Nevada State Assembly District 11,Democratic,N,https://www.linkedin.com/in/matthewclewett
Nevada,State,Eva Chase,Nevada State Assembly District 16,Democratic,N,https://www.linkedin.com/in/maureenjonescommunications?trk=public_post_main-feed-card-text
Nevada,State,Linda Hunt,Nevada State Assembly District 17,Democratic,N,https://www.linkedin.com/in/lynda-hunt-995880b6
Nevada,State,Stuart MacKie,Nevada State Assembly District 31,Democratic,N,https://www.linkedin.com/in/rita-mackie-668bba31
Nevada,State,Arnold Thomas,Nevada State Assembly District 32,Democratic,N,https://www.linkedin.com/in/clara-thomas-192109207
NewJersey,Federal,Matthew Jenkins,U.S. House New Jersey District 4,Democratic,N,https://www.linkedin.com/in/matthewthomasjenkins
NewJersey,Federal,Frank Pallone Jr.,U.S. House New Jersey District 6,Democratic,Y,https://www.linkedin.com/in/jorgejimenez98
NewJersey,Local,Dawn Haynes,Newark Public Schools Board of Education3 seats,Nonpartisan,Y,https://www.linkedin.com/in/dawn-haynes-74a1b74
NewJersey,Local,Latoya Jackson,Newark Public Schools Board of Education3 seats,Nonpartisan,N,https://www.linkedin.com/in/latoya-jackson-657375198
NewMexico,State,Songtree L. Pioche,New Mexico State Senate District 2,Democratic,N,https://www.linkedin.com/in/charles-sallee-27096a7
NewMexico,State,G. Michael Lopez,New Mexico State Senate District 8,Democratic,N,https://www.linkedin.com/in/michael-lopez-024463171
NewMexico,State,William Burton Scott,New Mexico State Senate District 19,Democratic,N,https://my.linkedin.com/in/japaneseparsley
NewMexico,State,Amina N. Everett,New Mexico State Senate District 40,Democratic,N,https://www.linkedin.com/in/amina-everett-933562295
NewMexico,State,Cheryl George,New Mexico House of Representatives District 4,Democratic,N,https://www.linkedin.com/in/cheryl-george-a25186ba?trk=public_profile_browsemap
NewMexico,State,Doreen Wonda Johnson,New Mexico House of Representatives District 5,Democratic,Y,https://www.linkedin.com/in/jimmy-mason-7a965066
NewMexico,State,Daniel Torrez,New Mexico House of Representatives District 6,Democratic,N,https://www.linkedin.com/in/danielatorrez
NewMexico,State,Christopher Hudson,New Mexico House of Representatives District 9,Democratic,N,https://www.linkedin.com/in/chris-anthony-hudson
NewMexico,State,Art De La Cruz,New Mexico House of Representatives District 12,Democratic,Y,https://www.linkedin.com/in/walter-kappler-22461624b
NewMexico,State,Teresa Garcia,New Mexico House of Representatives District 13,Democratic,N,https://www.linkedin.com/in/theresa-garcia-a7b74a155
NewMexico,State,Juan Chavez,New Mexico House of Representatives District 30,Democratic,N,https://www.linkedin.com/in/felix-chavez-699a99232
NewMexico,State,Gabrielle Begay,New Mexico House of Representatives District 39,Democratic,N,https://www.linkedin.com/in/roberta-begay-970096103
NewMexico,State,Matthew McQueen,New Mexico House of Representatives District 50,Democratic,Y,https://www.linkedin.com/in/matthew-mcqueen-996a79275
NewMexico,State,Ashlie Myers,New Mexico House of Representatives District 51,Democratic,N,https://www.linkedin.com/in/ashlie-meyer-764a6444
NewMexico,Local,William Walker,Bernalillo County Commission District 2,Democratic,N,https://www.linkedin.com/in/robert-ryan-olguin-126b92190
NewMexico,Local,Adriann Barboa,Bernalillo County Commission District 3,Democratic,Y,https://www.linkedin.com/in/marcos-a-gonzales
NewYork,Federal,Kirsten Gillibrand,U.S. Senate New York,Democratic,Y,https://www.linkedin.com/in/sarah-sellman
NewYork,Federal,Reece Wright-McDonald,U.S. Senate New York,Democratic,N,https://www.linkedin.com/in/rhys-mcdonald-b0abb57a
NewYork,Federal,Laura Gillen,U.S. House New York District 4,Democratic,N,https://www.linkedin.com/in/thatcher-anderson-21aa5221a
NewYork,Federal,Lawrence Henry,U.S. House New York District 4,Democratic,N,https://www.linkedin.com/in/lawrencehenry1
NewYork,Federal,Khalif Havens,U.S. House New York District 5,No Party Affiliation,N,https://www.linkedin.com/in/raymond-russell-02445457
NewYork,Federal,Nydia Velazquez,U.S. House New York District 7,Democratic,Y,https://www.linkedin.com/in/monica-garay-mpa-787a435a
NewYork,Federal,Andrea Morse,U.S. House New York District 11,Democratic,N,https://www.linkedin.com/in/morseandrea
NewYork,Federal,Jerrold Nadler,U.S. House New York District 12,Democratic,Y,https://www.linkedin.com/in/jerry-nadler-21abb97b
NewYork,Federal,Lindsey Williams,U.S. House New York District 13,Democratic,N,https://www.linkedin.com/in/lindsey-williams-cams-03b12a150
NewYork,Federal,Jamaal Bowman,U.S. House New York District 16,Democratic,Y,https://www.linkedin.com/in/ashley-torres-a52193a7
NewYork,Federal,Alexander Saulino,U.S. House New York District 18,Democratic,N,https://www.linkedin.com/in/abrahamza
NewYork,Federal,Casey Groves,U.S. House New York District 19,Democratic,N,https://www.linkedin.com/in/josephtcasey
NewYork,Federal,Paul Tonko,U.S. House New York District 20,Democratic,Y,https://www.linkedin.com/in/jeff-morgan-764b2b1a
NewYork,Federal,Mason Brown,U.S. House New York District 20,Democratic,N,https://www.linkedin.com/in/masonbrown11
NewYork,Federal,Steven Holden,U.S. House New York District 21,Democratic,N,https://www.linkedin.com/in/steven-holden-cdfm-dfmcp3-14b384156
NewYork,Federal,Timothy M. Kennedy,U.S. House New York District 26(Special election),Democratic,N,https://www.linkedin.com/in/timkennedy007
NewYork,State,James Lynch,New York State Senate District 9,Democratic,N,https://www.linkedin.com/in/james-lynch-a5138810
NewYork,State,Lea Webb,New York State Senate District 52,Democratic,Y,https://www.linkedin.com/in/mandy-fallon-7b020017
NewYork,State,Thomas Schiavoni,New York State Assembly District 1,Democratic,N,https://www.linkedin.com/in/thomas-schiavoni-b12939107
NewYork,State,Rebecca Kassay,New York State Assembly District 4,Democratic,N,https://www.linkedin.com/in/rebeccakassay
NorthCarolina,Federal,Valerie Foushee,U.S. House North Carolina District 4,Democratic,Y,https://www.linkedin.com/in/moira-marek-595b88ab
