,State,Type,Name,Office,Party,Status
1702,Colorado,Unknown,Frederick Alfred Jr.,Colorado State Senate District 21,Republican,Candidacy DeclaredPrimary
1703,Colorado,Unknown,Barbara KirkmeyerIncumbent,Colorado State Senate District 23,Republican,Candidacy DeclaredPrimary
1704,Colorado,Unknown,Cory Parella,Colorado State Senate District 28,Republican,Candidacy DeclaredPrimary
1705,Colorado,Unknown,Idris Keith,Colorado State Senate District 28,Democratic,Candidacy DeclaredPrimary
1706,Colorado,Unknown,Mike Weissman,Colorado State Senate District 28,Democratic,Candidacy DeclaredPrimary
1707,Colorado,Unknown,Cecelia Espenoza,Colorado House of Representatives District 4,Democratic,On the BallotPrimary
1708,Colorado,Unknown,Tim HernándezIncumbent,Colorado House of Representatives District 4,Democratic,Candidacy DeclaredPrimary
1709,Colorado,Unknown,Sean Camacho,Colorado House of Representatives District 6,Democratic,Candidacy DeclaredPrimary
1710,Colorado,Unknown,Auon'tai Anderson,Colorado House of Representatives District 8,Democratic,Candidacy DeclaredPrimary
1711,Colorado,Unknown,Kwon Atlas,Colorado House of Representatives District 8,Democratic,Candidacy DeclaredPrimary
1712,Colorado,Unknown,Victor Bencomo,Colorado House of Representatives District 8,Democratic,Candidacy DeclaredPrimary
1713,Colorado,Unknown,Lindsay Gilchrist,Colorado House of Representatives District 8,Democratic,Candidacy DeclaredPrimary
1714,Colorado,Unknown,Sharron Pettiford,Colorado House of Representatives District 8,Democratic,Candidacy DeclaredPrimary
1715,Colorado,Unknown,Junie JosephIncumbent,Colorado House of Representatives District 10,Democratic,On the BallotPrimary
1716,Colorado,Unknown,Tina Mueh,Colorado House of Representatives District 10,Democratic,Candidacy DeclaredPrimary
1717,Colorado,Unknown,Karen McCormickIncumbent,Colorado House of Representatives District 11,Democratic,Candidacy DeclaredPrimary
1718,Colorado,Unknown,No candidates available for this race,Colorado House of Representatives District 12,,
1719,Colorado,Unknown,Rose PuglieseIncumbent,Colorado House of Representatives District 14,Republican,Candidacy DeclaredPrimary
1720,Colorado,Unknown,Dan Woog,Colorado House of Representatives District 19,Republican,Candidacy DeclaredPrimary
1721,Colorado,Unknown,Jarvis Caldwell,Colorado House of Representatives District 20,Republican,Candidacy DeclaredPrimary
1722,Colorado,Unknown,Mary BradfieldIncumbent,Colorado House of Representatives District 21,Republican,Candidacy DeclaredPrimary
1723,Colorado,Unknown,Michael Pierson,Colorado House of Representatives District 22,Democratic,Candidacy DeclaredPrimary
1724,Colorado,Unknown,Lisa Feret,Colorado House of Representatives District 24,Democratic,Candidacy DeclaredPrimary
1725,Colorado,Unknown,Nathan Butler,Colorado House of Representatives District 26,Republican,Candidacy DeclaredPrimary
1726,Colorado,Unknown,Rebekah Stewart,Colorado House of Representatives District 30,Democratic,Candidacy DeclaredPrimary
1727,Colorado,Unknown,Manny RutinelIncumbent,Colorado House of Representatives District 32,Democratic,Candidacy DeclaredPrimary
1728,Colorado,Unknown,Michael Carter,Colorado House of Representatives District 36,Democratic,Candidacy DeclaredPrimary
1729,Colorado,Unknown,Bryan Lindstrom,Colorado House of Representatives District 36,Democratic,Candidacy DeclaredPrimary
1730,Colorado,Unknown,Chad CliffordIncumbent,Colorado House of Representatives District 37,Democratic,Candidacy DeclaredPrimary
1731,Colorado,Unknown,Lora Thomas,Colorado House of Representatives District 43,Republican,Candidacy DeclaredPrimary
1732,Colorado,Unknown,Anthony HartsookIncumbent,Colorado House of Representatives District 44,Republican,Candidacy DeclaredPrimary
1733,Colorado,Unknown,Max Brooks,Colorado House of Representatives District 46,Republican,Candidacy DeclaredPrimary
1734,Colorado,Unknown,Christina Mascarenas,Colorado House of Representatives District 46,Republican,Candidacy DeclaredPrimary
1735,Colorado,Unknown,Ty WinterIncumbent,Colorado House of Representatives District 47,Republican,Candidacy DeclaredPrimary
1736,Colorado,Unknown,Lesley Smith,Colorado House of Representatives District 49,Democratic,Candidacy DeclaredPrimary
1737,Colorado,Unknown,Max Woodfin,Colorado House of Representatives District 49,Democratic,Candidacy DeclaredPrimary
1738,Colorado,Unknown,Ron WeinbergIncumbent,Colorado House of Representatives District 51,Republican,Candidacy DeclaredPrimary
1739,Colorado,Unknown,Sarah McKeen,Colorado House of Representatives District 51,Democratic,Candidacy DeclaredPrimary
1740,Colorado,Unknown,Ethnie Treick,Colorado House of Representatives District 52,Democratic,Candidacy DeclaredPrimary
1741,Colorado,Unknown,Kathleen Curry,Colorado House of Representatives District 58,Democratic,Candidacy DeclaredPrimary
1742,Colorado,Unknown,Dusty Johnson,Colorado House of Representatives District 63,Republican,Candidacy DeclaredPrimary
1743,Colorado,Unknown,Brian Urdiales,Colorado House of Representatives District 63,Republican,Candidacy DeclaredPrimary
1744,Colorado,Unknown,Trent Leisy,Colorado House of Representatives District 65,Republican,Candidacy DeclaredPrimary
1745,Colorado,Local,Roman KolodziejIncumbent,Mount Crested Butte Town Council(Recall election),Nonpartisan,WonGeneral
1746,Colorado,Local,Murray HawthorneIncumbent,Ebert Metropolitan District Board of Directors(Recall election),Nonpartisan,LostGeneral
1747,Colorado,Local,Khadija Haynes,Ebert Metropolitan District Board of Directors(Special election),Nonpartisan,WonGeneral
1748,Connecticut,Federal,Christopher S. MurphyIncumbent,U.S. Senate Connecticut,Democratic,Candidacy DeclaredPrimary
1749,Connecticut,Federal,John Flynn,U.S. Senate Connecticut,Republican,Candidacy DeclaredPrimary
1750,Connecticut,Federal,Gerard Smith,U.S. Senate Connecticut,Republican,Candidacy DeclaredPrimary
1751,Connecticut,Federal,Robert Hyde,U.S. Senate Connecticut,Independent,Candidacy DeclaredGeneral
1752,Connecticut,Federal,John LarsonIncumbent,U.S. House Connecticut District 1,Democratic,Candidacy DeclaredPrimary
1753,Connecticut,Federal,Mark Hancock,U.S. House Connecticut District 1,Republican,Candidacy DeclaredPrimary
1754,Connecticut,Federal,Nicholas Symochko,U.S. House Connecticut District 1,Connecticut Conservative Party,Candidacy DeclaredGeneral
1755,Connecticut,Federal,Joe CourtneyIncumbent,U.S. House Connecticut District 2,Democratic,Candidacy DeclaredPrimary
1756,Connecticut,Federal,Mike France,U.S. House Connecticut District 2,Republican,Candidacy DeclaredPrimary
1757,Connecticut,Federal,Rosa L. DeLauroIncumbent,U.S. House Connecticut District 3,Democratic,Candidacy DeclaredPrimary
1758,Connecticut,Federal,Rafael Irizarry,U.S. House Connecticut District 3,Republican,Candidacy DeclaredPrimary
1759,Connecticut,Federal,Michael Massey,U.S. House Connecticut District 3,Republican,Candidacy DeclaredPrimary
1760,Connecticut,Federal,Jim HimesIncumbent,U.S. House Connecticut District 4,Democratic,Candidacy DeclaredPrimary
1761,Connecticut,Federal,Michael Goldstein,U.S. House Connecticut District 4,Republican,Candidacy DeclaredPrimary
1762,Connecticut,Federal,Robert MacGuffie,U.S. House Connecticut District 4,Republican,Candidacy DeclaredPrimary
1763,Connecticut,Federal,Daniel Miressi,U.S. House Connecticut District 4,Republican,Candidacy DeclaredPrimary
1764,Connecticut,Federal,Jaden Skudlarek,U.S. House Connecticut District 4,Independent,Candidacy DeclaredGeneral
1765,Connecticut,Federal,Jahana HayesIncumbent,U.S. House Connecticut District 5,Democratic,Candidacy DeclaredPrimary
1766,Connecticut,Federal,Michelle Botelho,U.S. House Connecticut District 5,Republican,Candidacy DeclaredPrimary
1767,Connecticut,Federal,George Logan,U.S. House Connecticut District 5,Republican,Candidacy DeclaredPrimary
1768,Connecticut,Unknown,Ayana Taylor,Connecticut State Senate District 2,Democratic,Candidacy DeclaredPrimary
1769,Connecticut,Unknown,Lisa SeminaraIncumbent,Connecticut State Senate District 8,Republican,Candidacy DeclaredPrimary
1770,Connecticut,Unknown,Paul Honig,Connecticut State Senate District 8,Democratic,Candidacy DeclaredPrimary
1771,Connecticut,Unknown,Christine CohenIncumbent,Connecticut State Senate District 12,Democratic,Candidacy DeclaredPrimary
1772,Connecticut,Unknown,Kevin C. KellyIncumbent,Connecticut State Senate District 21,Republican,Candidacy DeclaredPrimary
1773,Connecticut,Unknown,Rob Blanchard,Connecticut State Senate District 28,Democratic,Candidacy DeclaredPrimary
1774,Connecticut,Unknown,"Stephen Harding, Jr.Incumbent",Connecticut State Senate District 30,Republican,Candidacy DeclaredPrimary
1775,Connecticut,Unknown,Justin Potter,Connecticut State Senate District 30,Democratic,Candidacy DeclaredPrimary
1776,Connecticut,Unknown,Eric BerthelIncumbent,Connecticut State Senate District 32,Republican,Candidacy DeclaredPrimary
1777,Connecticut,Unknown,Jeff Desmarais,Connecticut State Senate District 32,Democratic,Candidacy DeclaredPrimary
1778,Connecticut,Unknown,Jeff Duigou,Connecticut State Senate District 33,Republican,Candidacy DeclaredGeneral
1779,Connecticut,Unknown,Nick Simmons,Connecticut State Senate District 36,Democratic,Candidacy DeclaredPrimary
1780,Connecticut,Unknown,Jason Buchsbaum,Connecticut House of Representatives District 69,Republican,Candidacy DeclaredPrimary
1781,Connecticut,Unknown,Ed Edelson,Connecticut House of Representatives District 69,Democratic,Candidacy DeclaredPrimary
1782,Connecticut,Unknown,Kara RochelleIncumbent,Connecticut House of Representatives District 104,Democratic,Candidacy DeclaredPrimary
1783,Connecticut,Unknown,David Cassetti,Connecticut House of Representatives District 104,Republican,Candidacy DeclaredPrimary
1784,Connecticut,Unknown,Michelle Embree Ku,Connecticut House of Representatives District 106,Democratic,Candidacy DeclaredPrimary
1785,Connecticut,Unknown,Aaron Zimmer,Connecticut House of Representatives District 107,Democratic,Candidacy DeclaredPrimary
1786,Connecticut,Unknown,Tony ScottIncumbent,Connecticut House of Representatives District 112,Republican,Candidacy DeclaredPrimary
1787,Connecticut,Unknown,William Heffernan III,Connecticut House of Representatives District 115(Special election),Democratic,WonGeneral
1788,Connecticut,Unknown,Silvana Apicella,Connecticut House of Representatives District 115(Special election),Republican,LostGeneral
1789,Connecticut,Unknown,Victor Borras,Connecticut House of Representatives District 115(Special election),Independent,Lost(Write-in)General
1790,Connecticut,Unknown,Edward O'Brien,Connecticut House of Representatives District 115(Special election),Independent,LostGeneral
1791,Connecticut,Unknown,Kathy KennedyIncumbent,Connecticut House of Representatives District 119,Republican,Candidacy DeclaredGeneral
1792,Connecticut,Unknown,Ben McGortyIncumbent,Connecticut House of Representatives District 122,Republican,Candidacy DeclaredPrimary
1793,Connecticut,Unknown,David RutiglianoIncumbent,Connecticut House of Representatives District 123,Republican,Candidacy DeclaredPrimary
1794,Delaware,Federal,Eric Hansen,U.S. Senate Delaware,Republican,Candidacy DeclaredPrimary
1795,Delaware,Federal,William Taylor,U.S. Senate Delaware,Republican,Candidacy DeclaredPrimary
1796,Delaware,Federal,Pamela Brown,U.S. Senate Delaware,Democratic,Candidacy DeclaredPrimary
1797,Delaware,Federal,Lisa Blunt Rochester,U.S. Senate Delaware,Democratic,Candidacy DeclaredPrimary
1798,Delaware,Federal,Michael Katz,U.S. Senate Delaware,Nonpartisan,Candidacy DeclaredGeneral
1799,Delaware,Federal,Lisa Blunt RochesterIncumbent,U.S. House Delaware At-large District,Democratic,Candidacy DeclaredPrimary
1800,Delaware,Federal,Donyale Hall,U.S. House Delaware At-large District,Republican,Candidacy DeclaredPrimary
1801,Delaware,Federal,Curtis Aiken,U.S. House Delaware At-large District,Democratic,Candidacy DeclaredPrimary
1802,Delaware,Federal,Alexander Geise,U.S. House Delaware At-large District,Democratic,Candidacy DeclaredPrimary
1803,Delaware,Federal,Sarah McBride,U.S. House Delaware At-large District,Democratic,Candidacy DeclaredPrimary
1804,Delaware,Federal,Eugene Young,U.S. House Delaware At-large District,Democratic,Candidacy DeclaredPrimary
1805,Delaware,Unknown,Bethany Hall-Long,Governor of Delaware,Democratic,Candidacy DeclaredPrimary
1806,Delaware,Unknown,Matt Meyer,Governor of Delaware,Democratic,Candidacy DeclaredPrimary
1807,Delaware,Unknown,Debbie Harrington,Lieutenant Governor of Delaware,Democratic,Candidacy DeclaredPrimary
1808,Delaware,Unknown,David Lamar Williams Jr.,Lieutenant Governor of Delaware,Democratic,Candidacy DeclaredPrimary
1809,Delaware,Unknown,Kayode Abegunde,Delaware Insurance Commissioner,Democratic,Candidacy DeclaredPrimary
1810,Delaware,Unknown,Hoey Stevenson,Delaware State Senate District 6,Republican,Candidacy DeclaredPrimary
1811,Delaware,Unknown,Marty Rendon,Delaware House of Representatives District 14,Democratic,Candidacy DeclaredPrimary
1812,Delaware,Unknown,Claire Snyder-Hall,Delaware House of Representatives District 14,Democratic,Candidacy DeclaredPrimary
1813,Delaware,Unknown,Stell SelbyIncumbent,Delaware House of Representatives District 20,Democratic,Candidacy DeclaredPrimary
1814,Delaware,Unknown,Bryan ShupeIncumbent,Delaware House of Representatives District 36,Republican,Candidacy DeclaredPrimary
1815,Delaware,Unknown,Tom Brett,Delaware House of Representatives District 41,Democratic,Candidacy DeclaredPrimary
1816,Florida,Federal,Rick ScottIncumbent,U.S. Senate Florida,Republican,Candidacy DeclaredPrimary
1817,Florida,Federal,Keith Gross,U.S. Senate Florida,Republican,Candidacy DeclaredPrimary
1818,Florida,Federal,Shannon O'Dell,U.S. Senate Florida,Republican,Candidacy DeclaredPrimary
1819,Florida,Federal,Joe Smith,U.S. Senate Florida,Republican,Candidacy DeclaredPrimary
1820,Florida,Federal,Katy Sun,U.S. Senate Florida,Republican,Candidacy DeclaredPrimary
1821,Florida,Federal,Angela Marie Walls-Windhauser,U.S. Senate Florida,Republican,Candidacy DeclaredPrimary
1822,Florida,Federal,Matt Boswell,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1823,Florida,Federal,Stanley Campbell,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1824,Florida,Federal,Alan Grayson,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1825,Florida,Federal,Rod Joseph,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1826,Florida,Federal,Bernard Korn,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1827,Florida,Federal,Josue Larose,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1828,Florida,Federal,Debbie Mucarsel-Powell,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1829,Florida,Federal,Chase Anderson Romagnano,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1830,Florida,Federal,Brian Rush,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1831,Florida,Federal,Matthew Sanscrainte,U.S. Senate Florida,Democratic,Candidacy DeclaredPrimary
1832,Florida,Federal,Mason Cysewski,U.S. Senate Florida,Green,Candidacy DeclaredGeneral
1833,Florida,Federal,Randy Toler,U.S. Senate Florida,Green,Candidacy DeclaredGeneral
1834,Florida,Federal,Grace Granda,U.S. Senate Florida,Independent,Candidacy DeclaredGeneral
1835,Florida,Federal,Salomon Hernandez,U.S. Senate Florida,Independent,Candidacy DeclaredGeneral
1836,Florida,Federal,Marcos Reyes,U.S. Senate Florida,Independent,Candidacy DeclaredGeneral
1837,Florida,Federal,Feena Bonoan,U.S. Senate Florida,Libertarian,Candidacy DeclaredGeneral
1838,Florida,Federal,Shantele Bennett,U.S. Senate Florida,No Party Affiliation,Candidacy DeclaredGeneral
1839,Florida,Federal,James Davis,U.S. Senate Florida,No Party Affiliation,Candidacy Declared(Write-in)General
1840,Florida,Federal,Matt GaetzIncumbent,U.S. House Florida District 1,Republican,Candidacy DeclaredPrimary
1841,Florida,Federal,Todd Jennings,U.S. House Florida District 1,Republican,Candidacy DeclaredPrimary
1842,Florida,Federal,William McPhillips,U.S. House Florida District 1,Republican,Candidacy DeclaredPrimary
1843,Florida,Federal,John Mills,U.S. House Florida District 1,Republican,Candidacy DeclaredPrimary
1844,Florida,Federal,Christine Santiago,U.S. House Florida District 1,Republican,Candidacy DeclaredPrimary
1845,Florida,Federal,Gay Valimont,U.S. House Florida District 1,Democratic,Candidacy DeclaredPrimary
1846,Florida,Federal,Neal DunnIncumbent,U.S. House Florida District 2,Republican,Candidacy DeclaredPrimary
1847,Florida,Federal,Willie Jefferson Anderson,U.S. House Florida District 2,Republican,Candidacy DeclaredPrimary
1848,Florida,Federal,Kat CammackIncumbent,U.S. House Florida District 3,Republican,Candidacy DeclaredPrimary
1849,Florida,Federal,Alec Stevens,U.S. House Florida District 3,Republican,Candidacy DeclaredPrimary
1850,Florida,Federal,Tom Wells,U.S. House Florida District 3,Democratic,Candidacy DeclaredPrimary
1851,Florida,Federal,Anthony Stebbins,U.S. House Florida District 3,Libertarian,Candidacy DeclaredGeneral
1852,Florida,Federal,Aaron BeanIncumbent,U.S. House Florida District 4,Republican,Candidacy DeclaredPrimary
1853,Florida,Federal,Todd Schaefer,U.S. House Florida District 4,No Party Affiliation,Candidacy Declared(Write-in)General
1854,Florida,Federal,John RutherfordIncumbent,U.S. House Florida District 5,Republican,Candidacy DeclaredPrimary
1855,Florida,Federal,Mara Macie,U.S. House Florida District 5,Republican,Candidacy DeclaredPrimary
1856,Florida,Federal,Jim May,U.S. House Florida District 5,Republican,Candidacy DeclaredPrimary
1857,Florida,Federal,Jacqueline Boulin Romain,U.S. House Florida District 5,Democratic,Candidacy DeclaredPrimary
1858,Florida,Federal,Michael WaltzIncumbent,U.S. House Florida District 6,Republican,Candidacy DeclaredPrimary
1859,Florida,Federal,Stephanie Gaddis,U.S. House Florida District 6,Republican,Candidacy DeclaredPrimary
1860,Florida,Federal,Mathias Lenssen,U.S. House Florida District 6,Republican,Candidacy DeclaredPrimary
1861,Florida,Federal,Cory MillsIncumbent,U.S. House Florida District 7,Republican,Candidacy DeclaredPrimary
1862,Florida,Federal,Derrick Brantley,U.S. House Florida District 7,Republican,Candidacy DeclaredPrimary
1863,Florida,Federal,Jennifer Adams,U.S. House Florida District 7,Democratic,Candidacy DeclaredPrimary
1864,Florida,Federal,Tatiana Fernandez,U.S. House Florida District 7,Democratic,Candidacy DeclaredPrimary
1865,Florida,Federal,Allek Pastrana,U.S. House Florida District 7,Democratic,Candidacy DeclaredPrimary
1866,Florida,Federal,Bill PoseyIncumbent,U.S. House Florida District 8,Republican,Candidacy DeclaredPrimary
1867,Florida,Federal,Joseph Babits,U.S. House Florida District 8,Republican,Candidacy DeclaredPrimary
1868,Florida,Federal,John Hearton,U.S. House Florida District 8,Republican,Candidacy DeclaredPrimary
1869,Florida,Federal,Brian Jones,U.S. House Florida District 8,Republican,Candidacy DeclaredPrimary
1870,Florida,Federal,Sandy Kennedy,U.S. House Florida District 8,Democratic,Candidacy DeclaredPrimary
1871,Florida,Federal,Daniel McDow,U.S. House Florida District 8,Democratic,Candidacy DeclaredPrimary
1872,Florida,Federal,Jose Dieppa,U.S. House Florida District 8,No Party Affiliation,Candidacy DeclaredGeneral
1873,Florida,Federal,Darren SotoIncumbent,U.S. House Florida District 9,Democratic,Candidacy DeclaredPrimary
1874,Florida,Federal,Jose Castillo,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1875,Florida,Federal,Thomas Chalifoux,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1876,Florida,Federal,Angel Coba,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1877,Florida,Federal,Lateresa Jones,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1878,Florida,Federal,Adianis Morales,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1879,Florida,Federal,John Quiñones,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1880,Florida,Federal,Angel Rivera,U.S. House Florida District 9,Republican,Candidacy DeclaredPrimary
1881,Florida,Federal,Maxwell Alejandro FrostIncumbent,U.S. House Florida District 10,Democratic,Candidacy DeclaredPrimary
1882,Florida,Federal,Tuan Le,U.S. House Florida District 10,Republican,Candidacy DeclaredPrimary
1883,Florida,Federal,Willie Montague,U.S. House Florida District 10,Republican,Candidacy DeclaredPrimary
1884,Florida,Federal,Troy Rambaransingh,U.S. House Florida District 10,Republican,Candidacy DeclaredPrimary
1885,Florida,Federal,Sam Williams,U.S. House Florida District 10,Republican,Candidacy DeclaredPrimary
1886,Florida,Federal,Wade Darius,U.S. House Florida District 10,Democratic,Candidacy DeclaredPrimary
1887,Florida,Federal,Vibert White,U.S. House Florida District 10,Democratic,Candidacy DeclaredPrimary
1888,Florida,Federal,Daniel WebsterIncumbent,U.S. House Florida District 11,Republican,Candidacy DeclaredPrimary
1889,Florida,Federal,John McCloy,U.S. House Florida District 11,Republican,Candidacy DeclaredPrimary
1890,Florida,Federal,Anthony Sabatini,U.S. House Florida District 11,Republican,Candidacy DeclaredPrimary
1891,Florida,Federal,Gavriel E. Soriano,U.S. House Florida District 11,Republican,Candidacy DeclaredPrimary
1892,Florida,Federal,Barbie Harden Hall,U.S. House Florida District 11,Democratic,Candidacy DeclaredPrimary
1893,Florida,Federal,Christopher Manuel Alcantara,U.S. House Florida District 11,Independent,Candidacy DeclaredGeneral
1894,Florida,Federal,Sami Osta,U.S. House Florida District 11,Independent,Candidacy DeclaredGeneral
1895,Florida,Federal,Ralph Groves,U.S. House Florida District 11,Libertarian,Candidacy DeclaredGeneral
1896,Florida,Federal,Gus M. BilirakisIncumbent,U.S. House Florida District 12,Republican,Candidacy DeclaredPrimary
1897,Florida,Federal,Harry Dunlap,U.S. House Florida District 12,Republican,Candidacy DeclaredPrimary
1898,Florida,Federal,James Judge,U.S. House Florida District 12,Republican,Candidacy DeclaredPrimary
1899,Florida,Federal,Jack Martin,U.S. House Florida District 12,Republican,Candidacy DeclaredPrimary
1900,Florida,Federal,Anna Paulina LunaIncumbent,U.S. House Florida District 13,Republican,Candidacy DeclaredPrimary
1901,Florida,Federal,Sabrina Bousbar,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1902,Florida,Federal,Tony D'Arrigo,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1903,Florida,Federal,Liz Dahan,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1904,Florida,Federal,Whitney Fox,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1905,Florida,Federal,John Liccione,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1906,Florida,Federal,Peter Owen,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1907,Florida,Federal,Mark Weinkrantz,U.S. House Florida District 13,Democratic,Candidacy DeclaredPrimary
1908,Florida,Federal,Kathy CastorIncumbent,U.S. House Florida District 14,Democratic,Candidacy DeclaredPrimary
1909,Florida,Federal,Ehsan Joarder,U.S. House Florida District 14,Republican,Candidacy DeclaredPrimary
1910,Florida,Federal,Amaro Lionheart,U.S. House Florida District 14,Republican,Candidacy DeclaredPrimary
1911,Florida,Federal,Renee Marsella,U.S. House Florida District 14,Republican,Candidacy DeclaredPrimary
1912,Florida,Federal,Neelam Perry,U.S. House Florida District 14,Republican,Candidacy DeclaredPrimary
1913,Florida,Federal,John Peters,U.S. House Florida District 14,Republican,Candidacy DeclaredPrimary
1914,Florida,Federal,Robert Rochford,U.S. House Florida District 14,Republican,Candidacy DeclaredPrimary
1915,Florida,Federal,Laurel LeeIncumbent,U.S. House Florida District 15,Republican,Candidacy DeclaredPrimary
1916,Florida,Federal,Kris Fitzgerald,U.S. House Florida District 15,Democratic,Candidacy DeclaredPrimary
1917,Florida,Federal,Alexander Peterson,U.S. House Florida District 15,Independent,Candidacy DeclaredGeneral
1918,Florida,Federal,Vern BuchananIncumbent,U.S. House Florida District 16,Republican,Candidacy DeclaredPrimary
1919,Florida,Federal,Eddie Speir,U.S. House Florida District 16,Republican,Candidacy DeclaredPrimary
1920,Florida,Federal,Jan Schneider,U.S. House Florida District 16,Democratic,Candidacy DeclaredPrimary
1921,Florida,Federal,Greg SteubeIncumbent,U.S. House Florida District 17,Republican,Candidacy DeclaredPrimary
1922,Florida,Federal,Andrea Doria Kale,U.S. House Florida District 17,Democratic,Candidacy DeclaredPrimary
1923,Florida,Federal,Manny Lopez,U.S. House Florida District 17,Democratic,Candidacy DeclaredPrimary
1924,Florida,Federal,Matthew Montavon,U.S. House Florida District 17,Democratic,Candidacy DeclaredPrimary
1925,Florida,Federal,Scott FranklinIncumbent,U.S. House Florida District 18,Republican,Candidacy DeclaredPrimary
1926,Florida,Federal,Keith R. Hayden Jr.,U.S. House Florida District 18,Republican,Candidacy DeclaredPrimary
1927,Florida,Federal,John Richardson,U.S. House Florida District 18,Independent,Candidacy DeclaredGeneral
1928,Florida,Federal,Byron DonaldsIncumbent,U.S. House Florida District 19,Republican,Candidacy DeclaredPrimary
1929,Florida,Federal,Kari Lerner,U.S. House Florida District 19,Democratic,Candidacy DeclaredPrimary
1930,Florida,Federal,Sheila Cherfilus-McCormickIncumbent,U.S. House Florida District 20,Democratic,Candidacy DeclaredPrimary
1931,Florida,Federal,Dale Holness,U.S. House Florida District 20,Democratic,Candidacy DeclaredPrimary
1932,Florida,Federal,Brian MastIncumbent,U.S. House Florida District 21,Republican,Candidacy DeclaredPrimary
1933,Florida,Federal,Jeffrey Buongiorno,U.S. House Florida District 21,Republican,Candidacy DeclaredPrimary
1934,Florida,Federal,Ljubo Skrbic,U.S. House Florida District 21,Republican,Candidacy DeclaredPrimary
1935,Florida,Federal,Thomas Witkop,U.S. House Florida District 21,Democratic,Candidacy DeclaredPrimary
1936,Florida,Federal,Lois FrankelIncumbent,U.S. House Florida District 22,Democratic,Candidacy DeclaredPrimary
1937,Florida,Federal,Deborah Adeimy,U.S. House Florida District 22,Republican,Candidacy DeclaredPrimary
1938,Florida,Federal,Dan Franzese,U.S. House Florida District 22,Republican,Candidacy DeclaredPrimary
1939,Florida,Federal,D.B. Fugate,U.S. House Florida District 22,Republican,Candidacy DeclaredPrimary
1940,Florida,Federal,Andrew Gutmann,U.S. House Florida District 22,Republican,Candidacy DeclaredPrimary
1941,Florida,Federal,Dean Halper,U.S. House Florida District 22,Democratic,Candidacy DeclaredPrimary
1942,Florida,Federal,Jared Evan MoskowitzIncumbent,U.S. House Florida District 23,Democratic,Candidacy DeclaredPrimary
1943,Florida,Federal,Gary Barve,U.S. House Florida District 23,Republican,Candidacy DeclaredPrimary
1944,Florida,Federal,Steve Chess,U.S. House Florida District 23,Republican,Candidacy DeclaredPrimary
1945,Florida,Federal,Joe Kaufman,U.S. House Florida District 23,Republican,Candidacy DeclaredPrimary
1946,Florida,Federal,Rafael Ortiz,U.S. House Florida District 23,Republican,Candidacy DeclaredPrimary
1947,Florida,Federal,Carla Spalding,U.S. House Florida District 23,Republican,Candidacy DeclaredPrimary
1948,Florida,Federal,Joe Thelusca,U.S. House Florida District 23,Republican,Candidacy DeclaredPrimary
1949,Florida,Federal,Robert Weinroth,U.S. House Florida District 23,Republican,Candidacy DeclaredGeneral
1950,Florida,Federal,Frederica S. WilsonIncumbent,U.S. House Florida District 24,Democratic,Candidacy DeclaredPrimary
1951,Florida,Federal,Patricia Gonzalez,U.S. House Florida District 24,Republican,Candidacy DeclaredPrimary
1952,Florida,Federal,Jesus G. Navarro,U.S. House Florida District 24,Republican,Candidacy DeclaredPrimary
1953,Florida,Federal,Lavern Spicer,U.S. House Florida District 24,Republican,Candidacy DeclaredPrimary
1954,Florida,Federal,Debbie Wasserman SchultzIncumbent,U.S. House Florida District 25,Democratic,Candidacy DeclaredPrimary
1955,Florida,Federal,Christopher Eddy,U.S. House Florida District 25,Republican,Candidacy DeclaredPrimary
1956,Florida,Federal,Rubin Young,U.S. House Florida District 25,Republican,Candidacy DeclaredPrimary
1957,Florida,Federal,Jen Perelman,U.S. House Florida District 25,Democratic,Candidacy DeclaredPrimary
1958,Florida,Federal,Mario Diaz-BalartIncumbent,U.S. House Florida District 26,Republican,Candidacy DeclaredPrimary
1959,Florida,Federal,John Fratto,U.S. House Florida District 26,Republican,Candidacy DeclaredPrimary
1960,Florida,Federal,Ian Medina,U.S. House Florida District 26,Republican,Candidacy DeclaredPrimary
